中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
孟子坤,,Wink弟弟,汉族,内地,2000-4-16,黑龙江省牡丹江市,187CM,60KG,O型,白羊座,北京现代音乐学院（就读）,歌手,,孟子坤的新浪微博,《晚枫歌》,,https://image.ijq.tv/201811/27/14-16-32-53-10.jpg,images/14-16-32-53-10.jpg,孟子坤,https://www.ijq.tv/mingxing/15432993745575.html,https://image.ijq.tv/201811/27/14-16-32-53-10.jpg
何善凯,,,汉族,内地,1998-3-30,,180CM,65KG,A型,白羊座,,演员,Miss Q,何善凯的新浪微博,,,https://image.ijq.tv/201811/27/11-06-14-60-26.jpg,images/11-06-14-60-26.jpg,何善凯,https://www.ijq.tv/mingxing/15432869965574.html,https://image.ijq.tv/201811/27/11-06-14-60-26.jpg
郭丞,,,汉族,内地,8-18,,180CM,65KG,A型,狮子座,,演员,工夫真言影业,郭丞的新浪微博,《陈情令》,王一博,https://image.ijq.tv/201811/27/10-50-38-80-26.jpg,images/10-50-38-80-26.jpg,郭丞,https://www.ijq.tv/mingxing/15432869745573.html,https://image.ijq.tv/201811/27/10-50-38-80-26.jpg
张任杰,,小仙女,汉族,内地,1994-8-5,河北邯郸,182CM,65KG,O型,狮子座,,"演员,歌手",,张任杰的新浪微博,《青春麻辣烫》《心理师》《中戏北电那些事》,,https://image.ijq.tv/201811/26/14-36-11-75-10.jpg,images/14-36-11-75-10.jpg,张任杰,https://www.ijq.tv/mingxing/15432141495571.html,https://image.ijq.tv/201811/26/14-36-11-75-10.jpg
洪潇,,,汉族,内地,1997-6-17,,168CM,45KG,B型,双子座,,"演员,网红",,洪潇的新浪微博,《追球》,,https://image.ijq.tv/201811/26/11-48-29-38-26.jpg,images/11-48-29-38-26.jpg,洪潇,https://www.ijq.tv/mingxing/15432040735570.html,https://image.ijq.tv/201811/26/11-48-29-38-26.jpg
何若鹤,,,汉族,内地,1989-11-3,江苏省,187CM,75KG,O型,天蝎座,中央戏剧学院,演员,,何若鹤的新浪微博,《追婚男女》《孤战》《大西北剿匪记》,,https://image.ijq.tv/201811/26/10-21-59-14-10.jpg,images/10-21-59-14-10.jpg,何若鹤,https://www.ijq.tv/mingxing/15431989115569.html,https://image.ijq.tv/201811/26/10-21-59-14-10.jpg
魏一宁,,"二哥,魏少,二宁,宁宁",汉族,内地,1991-2-12,长春,175CM,55KG,AB型,水瓶座,东北师范大学声乐专业,"演员,歌手",电童娱乐,魏一宁的新浪微博,《小心我外婆》《冒牌的爱》《再一次》,张智成 林宇中 王博文,https://image.ijq.tv/201811/26/16-35-39-48-43.jpg,images/16-35-39-48-43.jpg,魏一宁,https://www.ijq.tv/mingxing/15430434985567.html,https://image.ijq.tv/201811/26/16-35-39-48-43.jpg
居来提,Jurat,"居来提·库提来,居来",维吾尔族,内地,1994-10-30,新疆乌鲁木齐,185CM,70KG,A型,天蝎座,北京美国英语语言学院,"演员,歌手",龙韬娱乐,居来提的新浪微博,《I‘mBack》《我就是我》《神月大陆》,范世錡 华晨宇 欧豪,https://image.ijq.tv/201811/24/13-37-17-17-43.jpg,images/13-37-17-17-43.jpg,居来提,https://www.ijq.tv/mingxing/15430377855566.html,https://image.ijq.tv/201811/24/13-37-17-17-43.jpg
贾盛强,,"贾子胥,小强,萌强",汉族,内地,1990-1-24,南充市,170CM,63KG,A型,水瓶座,乐山师范学院音乐学院,"演员,歌手",贾盛强工作室,贾盛强的新浪微博,《平方根》《姐姐》《陌上寸草》,华晨宇 欧豪 白举纲,https://image.ijq.tv/201811/24/11-24-01-69-43.jpg,images/11-24-01-69-43.jpg,贾盛强,https://www.ijq.tv/mingxing/15430266585565.html,https://image.ijq.tv/201811/24/11-24-01-69-43.jpg
老湿,,"朱子奇,富贵",汉族,内地,1989-10-26,山东泰安,173CM,65KG,B型,天蝎座,聊城大学东昌学院,"演员,其他",北京万合天宜影视文化有限公司,老湿的新浪微博,《不吐不快》《我来也》,叫兽易小星 白客 刘循子墨,https://image.ijq.tv/201811/23/18-15-58-34-43.jpg,images/18-15-58-34-43.jpg,老湿,https://www.ijq.tv/mingxing/15429681325564.html,https://image.ijq.tv/201811/23/18-15-58-34-43.jpg
至尊玉,,"李军仁,至尊帅,玉导",汉族,内地,1986-2-5,江西,173CM,65KG,A型,水瓶座,西南大学,"演员,其他",北京万合天宜影视文化有限公司,至尊玉的新浪微博,《万万没想到》《报告老板》《名侦探狄仁杰》,叫兽易小星 白客 刘循子墨,https://image.ijq.tv/201811/26/15-04-15-19-43.jpg,images/15-04-15-19-43.jpg,至尊玉,https://www.ijq.tv/mingxing/15429664695563.html,https://image.ijq.tv/201811/26/15-04-15-19-43.jpg
叫兽易小星,,"易振兴,叫兽,易小星",汉族,内地,1984-7-15,岳阳市,174CM,62KG,A型,巨蟹座,长沙理工大学,"演员,其他",北京万合天宜影视文化有限公司,叫兽易小星的新浪微博,《万万没想到》《万万没想到：西游篇》,白客 老湿 刘循子墨,https://image.ijq.tv/201811/23/16-46-50-99-43.jpg,images/16-46-50-99-43.jpg,叫兽易小星,https://www.ijq.tv/mingxing/15429627135562.html,https://image.ijq.tv/201811/23/16-46-50-99-43.jpg
