中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
赵佳蕊,,蕊妹,汉族,内地,2000-11-19,黑龙江省牡丹江市,172CM,45KG,,天蝎座,上海丝芭文化传媒集团有限公司,演员,,赵佳蕊的新浪微博,《夏日柠檬船》《前行的力量》《祝你新年快乐》,韩家乐 王诗蒙,https://image.ijq.tv/201910/15/10-54-46-50-46.jpg,images/10-54-46-50-46.jpg,赵佳蕊,https://www.ijq.tv/mingxing/15711080776756.html,https://image.ijq.tv/201910/15/10-54-46-50-46.jpg
李庆誉,,,汉族,内地,2011-9-15,北京,150CM,18KG,,处女座,,演员,,李庆誉的新浪微博,《芈月传》《孤芳不自赏》,钟汉良 古力娜扎 窦骁,https://image.ijq.tv/201910/15/10-24-54-54-46.jpg,images/10-24-54-54-46.jpg,李庆誉,https://www.ijq.tv/mingxing/15711062886755.html,https://image.ijq.tv/201910/15/10-24-54-54-46.jpg
关畅,,,汉族,内地,,,166CM,45KG,,,北京电影学院,演员,,关畅的新浪微博,《那座城这家人》《明月照我心》《北京8分钟》《古剑奇谭之青云诀》,方逸伦 凌美仕,https://image.ijq.tv/201910/14/15-55-28-66-47.png,images/15-55-28-66-47.png,关畅,https://www.ijq.tv/mingxing/15710384236754.html,https://image.ijq.tv/201910/14/15-55-28-66-47.png
李金阳,,,汉族,内地,1993-5-2,,180CM,62KG,,金牛座,上海戏剧学院,演员,芒果娱乐,李金阳的新浪微博,《电竞纪元》《一千零一夜》《明月照我心》《八月未央》,凌美仕 方逸伦 倪寒尽 董岩磊 周紫馨,https://image.ijq.tv/201910/14/15-29-51-73-47.png,images/15-29-51-73-47.png,李金阳,https://www.ijq.tv/mingxing/15710381556753.html,https://image.ijq.tv/201910/14/15-29-51-73-47.png
倪寒尽,,,汉族,内地,1994-2-9,,185CM,65KG,,水瓶座,上海体育学院,演员,,倪寒尽的新浪微博,《白发》《明月照我心》《解密未来》,凌美仕 方逸伦 董岩磊 周紫馨,https://image.ijq.tv/201910/14/15-11-30-90-47.png,images/15-11-30-90-47.png,倪寒尽,https://www.ijq.tv/mingxing/15710367056752.html,https://image.ijq.tv/201910/14/15-11-30-90-47.png
凌美仕,Asami,,汉族,内地,1997,广西,163CM,42KG,,,,演员,众星时代,凌美仕的新浪微博,《明月照我心》,方逸伦 倪寒尽 董岩磊 周紫馨,https://image.ijq.tv/201910/14/15-00-02-86-47.png,images/15-00-02-86-47.png,凌美仕,https://www.ijq.tv/mingxing/15710363696751.html,https://image.ijq.tv/201910/14/15-00-02-86-47.png
周陆啦,,,汉族,内地,,北京,183CM,70KG,,巨蟹座,,演员,,周陆啦的新浪微博,《长安十二时辰》,易烊千玺 雷佳音,https://image.ijq.tv/201910/14/09-47-33-46-46.jpg,images/09-47-33-46-46.jpg,周陆啦,https://www.ijq.tv/mingxing/15710176426750.html,https://image.ijq.tv/201910/14/09-47-33-46-46.jpg
代云帆,,,汉族,内地,1997-7-2,辽宁,182CM,65KG,,巨蟹座,,演员,芒果TV,代云帆的新浪微博,《燃烧吧少年》《鳄鱼与牙签鸟》,张天爱 陈柏霖,https://image.ijq.tv/201910/12/14-29-58-30-46.jpg,images/14-29-58-30-46.jpg,代云帆,https://www.ijq.tv/mingxing/15708617766749.html,https://image.ijq.tv/201910/12/14-29-58-30-46.jpg
李亚天,,,汉族,内地,1973-11-6,北京,183CM,72KG,,射手座,,演员,,李亚天的新浪微博,《武媚娘传奇》《风云年代》《夜幕下的哈尔滨》,张赫 王佳宇 魏哲鸣,https://image.ijq.tv/201910/12/14-04-51-40-46.jpg,images/14-04-51-40-46.jpg,李亚天,https://www.ijq.tv/mingxing/15708602046748.html,https://image.ijq.tv/201910/12/14-04-51-40-46.jpg
闵政,,,汉族,内地,2-26,北京,176CM,63KG,,双鱼座,宁夏艺术专科学院,演员,锦绣乾坤|银川话剧团,闵政的新浪微博,《爱情自有天意》《我的青春高八度》《来自海洋的你》《鹿鼎记》《陆贞传奇》《镜海风云》,吴秀波 瞿颖 弦子 胡浩博 王秀竹,https://image.ijq.tv/201910/12/11-53-27-48-47.png,images/11-53-27-48-47.png,闵政,https://www.ijq.tv/mingxing/15708523876747.html,https://image.ijq.tv/201910/12/11-53-27-48-47.png
