中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
任泉,Quan Ren,泉哥,汉族,内地,1975-3-4,黑龙江省齐齐哈尔市,179CM,65KG,A型,双鱼座,上海戏剧学院93级表演系本科班、长江商学院EMBA2011春季班,演员,北京拾捌文化经纪有限公司,任泉的新浪微博,《少年包青天》《都是天使惹的祸》《危情24小时》《就像美丽蝴蝶飞》《孔子》《神话》,好友陆毅 搭档黄晓明 同学李冰冰,https://image.ijq.tv/201501/12/10-32-51-27-14.jpg,images/10-32-51-27-14.jpg,任泉,https://www.ijq.tv/mingxing/929.html,https://image.ijq.tv/201501/12/10-32-51-27-14.jpg
于荣光,Ringo YU,,汉族,内地,1958-8-30,北京,178CM,65KG,A型,巨蟹座,北京市风雷京剧团,演员,良策传媒,于荣光的新浪微博,《三国演义》《南京爱情故事》《红高粱》,搭档成龙 爱徒穆麒同 兄弟孙玮,https://image.ijq.tv/201503/24/14-11-27-95-10.jpg,images/14-11-27-95-10.jpg,于荣光,https://www.ijq.tv/mingxing/927.html,https://image.ijq.tv/201503/24/14-11-27-95-10.jpg
陶珞依,,苗洛依,回族,内地,1991-3-11,安徽省合肥市,164CM,48KG,,双鱼座,中国传媒大学|北京舞蹈学院,演员,,,《爆米花》,,https://image.ijq.tv/201501/10/15-44-40-45-12.jpg,images/15-44-40-45-12.jpg,陶珞依,https://www.ijq.tv/mingxing/925.html,https://image.ijq.tv/201501/10/15-44-40-45-12.jpg
李若嘉,,李云嘉,汉族,内地,1989-11-1,辽宁省丹东市东港市,165CM,45KG,A型,白羊座,北京电影学院,演员,,李若嘉的新浪微博,《红楼梦》《黄金大劫案》,庞瀚辰,https://image.ijq.tv/201501/10/15-01-01-43-12.jpg,images/15-01-01-43-12.jpg,李若嘉,https://www.ijq.tv/mingxing/923.html,https://image.ijq.tv/201501/10/15-01-01-43-12.jpg
阎娜,Eunice,,汉族,内地,1987-10-17,北京,170CM,49KG,O型,天秤座,中央戏剧学院,演员,,阎娜的新浪微博,《钢铁年代》《永不消逝的电波》《彼岸1945》《民兵葛二蛋》,,https://image.ijq.tv/201501/10/11-49-28-27-14.jpg,images/11-49-28-27-14.jpg,阎娜,https://www.ijq.tv/mingxing/922.html,https://image.ijq.tv/201501/10/11-49-28-27-14.jpg
王宣予,Vanessa Wang,"聪聪,聪哥,王聪",汉族,内地,1984-07-30,辽宁本溪,169CM,50KG,B型,狮子座,北京电影学院04级表演系,演员,,王宣予的新浪微博,《非缘勿扰》《天龙八部》《活佛济公》《摩登年代》,密友秦岚 搭档徐峥 搭档苏有朋 搭档张子枫,https://image.ijq.tv/201501/28/23-18-55-40-1.jpg,images/23-18-55-40-1.jpg,王宣予,https://www.ijq.tv/mingxing/921.html,https://image.ijq.tv/201501/28/23-18-55-40-1.jpg
赵子琪,,赵琳,汉族,内地,1976-6-17,北京市西城区,165CM,47KG,B型,双子座,中国传媒大学播音主持艺术学院,"演员,主持人",,,《酷爸俏妈》《我们生活的年代》《我的青春谁做主》,,https://image.ijq.tv/201504/21/14-38-22-18-14.png,images/14-38-22-18-14.png,赵子琪,https://www.ijq.tv/mingxing/920.html,https://image.ijq.tv/201504/21/14-38-22-18-14.png
程媛媛,Cheng Yuanyuan,媛嘟嘟,汉族,内地,1986-4-26,山东省济宁市,164CM,46KG,O型,金牛座,四川音乐学院,演员,北京东仑国际文化传媒有限公司,,《黄金大劫案》《别叫我兄弟》,,https://image.ijq.tv/201501/09/15-14-32-57-7.jpg,images/15-14-32-57-7.jpg,程媛媛,https://www.ijq.tv/mingxing/918.html,https://image.ijq.tv/201501/09/15-14-32-57-7.jpg
范琳琳,,,汉族,内地,1991-10-9,山东青岛,166CM,45KG,B型,处女座,北京电影学院,演员,,范琳琳的新浪微博,《幸福满满》《正阳门下》《青春正能量之我是女神》,,https://image.ijq.tv/201501/09/15-23-30-41-11.jpg,images/15-23-30-41-11.jpg,范琳琳,https://www.ijq.tv/mingxing/919.html,https://image.ijq.tv/201501/09/15-23-30-41-11.jpg
金丰,,,汉族,内地,12-24,,170CM,49KG,AB型,魔羯座,中央戏剧学院,演员,,,《温州一家人》《大清盐商》《相爱十年》,,https://image.ijq.tv/201501/09/13-58-13-78-11.jpg,images/13-58-13-78-11.jpg,金丰,https://www.ijq.tv/mingxing/917.html,https://image.ijq.tv/201501/09/13-58-13-78-11.jpg
张可颐,Maggie Cheung,张二小姐,汉族,内地,1970-03-20,香港,165CM,50KG,,双鱼座,Oxford College （牛津学院）,演员,香港电视HKtV,张可颐的新浪微博,《难兄难弟》《九五至尊》《金枝欲孽》《法证先锋Ⅲ》《迷离档案》,搭档杨蓉 搭档彭于晏 搭档胡歌,https://image.ijq.tv/201501/09/13-08-15-86-14.jpg,images/13-08-15-86-14.jpg,张可颐,https://www.ijq.tv/mingxing/916.html,https://image.ijq.tv/201501/09/13-08-15-86-14.jpg
唐艺昕,,"糖糖,艺昕,昕昕,昕妞",汉族,内地,1989-12-9,遂宁市,165CM,43KG,O型,射手座,重庆大学美视电影学院,演员,,唐艺昕的新浪微博,《因为爱情有幸福》《甄嬛传》《陆贞传奇》《加油爱人》,搭档陈晓东 搭档徐正曦 张若昀,https://image.ijq.tv/201503/28/12-02-37-44-13.jpg,images/12-02-37-44-13.jpg,唐艺昕,https://www.ijq.tv/mingxing/915.html,https://image.ijq.tv/201503/28/12-02-37-44-13.jpg
