中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
孙微木,,,汉族,内地,,北京,168CM,48KG,,射手座,,演员,,孙微木的新浪微博,《飞行少年》,严屹宽 范世錡 孙铱 李墨之 韩明霖,https://image.ijq.tv/201909/25/15-58-50-36-46.jpg,images/15-58-50-36-46.jpg,孙微木,https://www.ijq.tv/mingxing/15693983226642.html,https://image.ijq.tv/201909/25/15-58-50-36-46.jpg
高秋梓,,胖虎,汉族,内地,1998-4-28,湖北省武汉,164CM,50KG,,金牛座,,"演员,歌手",高秋梓工作室,高秋梓的新浪微博,《致我们甜甜的小美满》《创造101》,孟美岐,https://image.ijq.tv/201909/25/15-52-18-82-47.png,images/15-52-18-82-47.png,高秋梓,https://www.ijq.tv/mingxing/15693979106643.html,https://image.ijq.tv/201909/25/15-52-18-82-47.png
肖彦博,,,汉族,内地,7-12,北京,183CM,73KG,,巨蟹座,中央戏剧学院,演员,金金乐道（北京）文化传媒有限公司,肖彦博的新浪微博,《击战》《猫脸老太太》,刘小锋 牛丽燕,https://image.ijq.tv/201909/25/15-33-28-78-46.jpg,images/15-33-28-78-46.jpg,肖彦博,https://www.ijq.tv/mingxing/15693967966641.html,https://image.ijq.tv/201909/25/15-33-28-78-46.jpg
陈语嫣,,,汉族,内地,2000-7-14,,166CM,46KG,,巨蟹座,,演员,中樱桃文化,陈语嫣的新浪微博,《创造101》,陈语嫣 洛娜 丁紫薇,https://image.ijq.tv/201909/25/15-07-42-60-47.png,images/15-07-42-60-47.png,陈语嫣,https://www.ijq.tv/mingxing/15693951936640.html,https://image.ijq.tv/201909/25/15-07-42-60-47.png
陈怡凡,,,汉族,内地,1998-6-16,福建,165CM,45KG,,双子座,,"演员,歌手",欢聚时代,陈怡凡的新浪微博,《囧西游》《猎兽少女队》,陈意涵 陈盈燕 陈语嫣 杜金雨,https://image.ijq.tv/201909/25/14-39-48-95-47.png,images/14-39-48-95-47.png,陈怡凡,https://www.ijq.tv/mingxing/15693935196639.html,https://image.ijq.tv/201909/25/14-39-48-95-47.png
Cindy,Cindy,"范丽娜,Cin皇",汉族,内地,2000-2-6,安徽亳州,158CM,50KG,,水瓶座,,"演员,歌手",热手文化,Cindy的新浪微博,《创造101》《人百分百靠外表》《糯米盒饭秀》《甜蜜具现式》《两小无猜》,Abby Dora,https://image.ijq.tv/201909/25/14-13-18-14-47.png,images/14-13-18-14-47.png,Cindy,https://www.ijq.tv/mingxing/15693919056638.html,https://image.ijq.tv/201909/25/14-13-18-14-47.png
张鑫磊,,,汉族,内地,1993-1-20,,,,,水瓶座,,"演员,歌手,网红",陌陌,张鑫磊的新浪微博,《小女上房揭瓦》《第七号房间》《妙手神探》,孙祖君 金雯昕 范晓东 张新洁 张馨月,https://image.ijq.tv/201909/25/10-58-57-18-47.png,images/10-58-57-18-47.png,张鑫磊,https://www.ijq.tv/mingxing/15693803156636.html,https://image.ijq.tv/201909/25/10-58-57-18-47.png
张溪,Suzy,,汉族,内地,1995-10-27,山东淄博,163CM,45KG,,天蝎座,西南交通大学,歌手,乐华娱乐,张溪的新浪微博,《创造101》,孟美岐 吴宣仪 Mena,https://image.ijq.tv/201909/25/10-35-40-15-47.png,images/10-35-40-15-47.png,张溪,https://www.ijq.tv/mingxing/15693789166635.html,https://image.ijq.tv/201909/25/10-35-40-15-47.png
张静萱,Jinn,,汉族,内地,2002-4-7,四川,,,,白羊座,,"演员,歌手",ETM活力时代,张静萱的新浪微博,《咪咕圈圈》《TouchTheSky》,张楚寒 张溪 张新洁 张馨月,https://image.ijq.tv/201909/25/10-15-37-40-47.png,images/10-15-37-40-47.png,张静萱,https://www.ijq.tv/mingxing/15693775726634.html,https://image.ijq.tv/201909/25/10-15-37-40-47.png
于美红,,,汉族,内地,1999-3-29,辽宁,168CM,48KG,,白羊座,,"演员,歌手",可米领誉,于美红的新浪微博,《国民老公2》《民国少年侦探社》《创造101》,张楚寒 张静萱 张溪 张新洁 张馨月 张鑫磊,https://image.ijq.tv/201909/25/09-59-11-22-47.png,images/09-59-11-22-47.png,于美红,https://www.ijq.tv/mingxing/15693766826633.html,https://image.ijq.tv/201909/25/09-59-11-22-47.png
刘然,Rann,,汉族,内地,1995-9-9,,167CM,45KG,,处女座,北京电影学院,演员,1CM领誉,刘然的新浪微博,《国民老公2》《夜空中最闪亮的星》,熊梓淇 虞祎杰 赖雨濛 陈姝君 陈雨成,https://image.ijq.tv/201909/25/09-43-32-21-47.png,images/09-43-32-21-47.png,刘然,https://www.ijq.tv/mingxing/15693757836632.html,https://image.ijq.tv/201909/25/09-43-32-21-47.png
金盛宇,Alexander,大宇,汉族,内地,1979-2-9,吉林,183CM,85KG,,水瓶座,北京电影学院,演员,上海纳亚影视文化传媒,金盛宇的新浪微博,《亮剑-铁血军魂》《秀才遇到兵》《雪豹坚强岁月》《黄羊滩押解》,邵兵 李依晓 邵峰,https://image.ijq.tv/201909/24/17-30-09-81-47.png,images/17-30-09-81-47.png,金盛宇,https://www.ijq.tv/mingxing/15693171046630.html,https://image.ijq.tv/201909/24/17-30-09-81-47.png
朱富润,,,汉族,内地,1990-8-17,,183CM,65KG,,狮子座,中央戏剧学院,演员,昆薇文化,朱富润的新浪微博,《冷爱热恋》《见习法医》,陈冰 车永莉 金盛宇,https://image.ijq.tv/201909/24/17-10-23-46-47.png,images/17-10-23-46-47.png,朱富润,https://www.ijq.tv/mingxing/15693161996629.html,https://image.ijq.tv/201909/24/17-10-23-46-47.png
马瑞泽,,,汉族,内地,,1991-9-10,,,,天秤座,西南民族大学,演员,,,《天下粮田》《李三枪》《一剑横空》《楼外楼》《天津大码头》,张铎 张铎,https://image.ijq.tv/201909/24/16-10-18-23-47.png,images/16-10-18-23-47.png,马瑞泽,https://www.ijq.tv/mingxing/15693125886628.html,https://image.ijq.tv/201909/24/16-10-18-23-47.png
