中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
雷诺儿,,,汉族,内地,7-22,北京,181CM,67KG,A型,巨蟹座,北京电影学院08级录音系,演员,北京东雷文化传媒有限公司,,《想明白了再结婚》《爱的另一种存在》,,https://image.ijq.tv/201503/17/10-15-35-49-13.jpg,images/10-15-35-49-13.jpg,雷诺儿,https://www.ijq.tv/mingxing/1506.html,https://image.ijq.tv/201503/17/10-15-35-49-13.jpg
敖犬,,庄濠全,汉族,内地,1982-10-30,台湾省台中市,178CM,62KG,B型,天蝎座,,"演员,歌手,主持人",金牌大风,,《那些年，我们一起追的女孩》《缘来幸福》,,https://image.ijq.tv/201503/16/17-31-57-91-14.jpg,images/17-31-57-91-14.jpg,敖犬,https://www.ijq.tv/mingxing/1505.html,https://image.ijq.tv/201503/16/17-31-57-91-14.jpg
赵恒煊,Zhao Hengxuan,恒煊,汉族,内地,1960-1-12,河北省张家口市,178CM,65KG,O型,魔羯座,,演员,世纪星润影视传媒,,《白眉大侠》《铁道游击队》《我是赵传奇》,,https://image.ijq.tv/201503/16/17-28-26-51-7.jpg,images/17-28-26-51-7.jpg,赵恒煊,https://www.ijq.tv/mingxing/1504.html,https://image.ijq.tv/201503/16/17-28-26-51-7.jpg
戴江,,,藏族,内地,,新疆,166CM,47KG,AB型,天秤座,解放军艺术学院,演员,北京九彩虹文化传媒有限公司,,《新甘十九妹》,,https://image.ijq.tv/201503/16/15-26-34-10-14.jpg,images/15-26-34-10-14.jpg,戴江,https://www.ijq.tv/mingxing/1503.html,https://image.ijq.tv/201503/16/15-26-34-10-14.jpg
梁爱琪,,梁芸,汉族,内地,1977-02-17,山东青岛,172CM,50KG,A型,水瓶座,解放军艺术学院表演专业,演员,中国人民解放军总政治部话剧团,,《抓紧时间谈恋爱》,娄艺潇,https://image.ijq.tv/201503/16/15-07-58-28-14.jpg,images/15-07-58-28-14.jpg,梁爱琪,https://www.ijq.tv/mingxing/1502.html,https://image.ijq.tv/201503/16/15-07-58-28-14.jpg
杨淇,,杨琦,壮族,内地,1988-6-16,山东烟台,170CM,50KG,B型,双子座,北京电影学院,演员,北京拾捌文化经纪有限公司,杨淇的新浪微博,《抓紧时间谈恋爱》,,https://image.ijq.tv/201503/16/14-53-59-92-14.jpg,images/14-53-59-92-14.jpg,杨淇,https://www.ijq.tv/mingxing/1501.html,https://image.ijq.tv/201503/16/14-53-59-92-14.jpg
李光复,,,汉族,内地,1946-10-13,北京,164CM,65KG,A型,金牛座,北京艺术学校,演员,北京中盛天歌演艺经纪有限公司,,《想明白了再结婚》,,https://image.ijq.tv/201503/16/14-04-44-15-13.jpg,images/14-04-44-15-13.jpg,李光复,https://www.ijq.tv/mingxing/1500.html,https://image.ijq.tv/201503/16/14-04-44-15-13.jpg
刘莉莉,,,汉族,内地,1958-3-5,安徽,160CM,,A型,金牛座,解放军艺术学院表演系,演员,,刘莉莉的新浪微博,《太太万岁》《想明白了再结婚》,,https://image.ijq.tv/201503/16/13-44-22-82-13.jpg,images/13-44-22-82-13.jpg,刘莉莉,https://www.ijq.tv/mingxing/1499.html,https://image.ijq.tv/201503/16/13-44-22-82-13.jpg
梁丽,,,汉族,内地,1961-12-03,陕西宝鸡,163CM,52KG,B型,天秤座,,演员,,,《幸福又见彩虹》《想明白了再结婚》《武则天》《神医喜来乐》,,https://image.ijq.tv/201503/16/11-53-55-25-13.jpg,images/11-53-55-25-13.jpg,梁丽,https://www.ijq.tv/mingxing/1498.html,https://image.ijq.tv/201503/16/11-53-55-25-13.jpg
骆达华,,,汉族,内地,1964-05-07,中国香港,178CM,67KG,A型,金牛座,,演员,明路文化传媒,,《难兄难弟》《想明白了再结婚》,,https://image.ijq.tv/201503/16/11-43-11-13-13.jpg,images/11-43-11-13-13.jpg,骆达华,https://www.ijq.tv/mingxing/1496.html,https://image.ijq.tv/201503/16/11-43-11-13-13.jpg
法图麦·天缘,Fatimah,鲍天缘,回族,内地,2007-5-28,北京,150CM,25KG,O型,双子座,,演员,北京君为文化传播有限公司,,《有爱一家人》《爱情自有天意》,王一鸣,https://image.ijq.tv/201503/16/11-48-55-89-12.jpg,images/11-48-55-89-12.jpg,法图麦·天缘,https://www.ijq.tv/mingxing/1497.html,https://image.ijq.tv/201503/16/11-48-55-89-12.jpg
王一鸣,MorningBaby,小宝,汉族,内地,2006-10-30,河北,150CM,25KG,A型,天蝎座,,演员,君临兄弟文化传媒,,《有爱一家人》《爱情睡醒了》,,https://image.ijq.tv/201503/16/11-13-16-33-12.jpg,images/11-13-16-33-12.jpg,王一鸣,https://www.ijq.tv/mingxing/1495.html,https://image.ijq.tv/201503/16/11-13-16-33-12.jpg
李肖宁,Davia,老肖,汉族,内地,1983-03-02,山东威海,183CM,75KG,O型,双鱼座,天津音乐学院,演员,北京天歌星辉演艺经纪有限公司,,《我的极品老妈》《唐宫燕》《冬暖花会开》,,https://image.ijq.tv/201503/15/19-37-29-82-7.jpg,images/19-37-29-82-7.jpg,李肖宁,https://www.ijq.tv/mingxing/1494.html,https://image.ijq.tv/201503/15/19-37-29-82-7.jpg
吴玉芳,Fenny,,汉族,内地,1963-1-31,上海,167CM,55KG,B型,水瓶座,北京电影学院,演员,,,《恋恋不忘》《太阳花》,,https://image.ijq.tv/201503/15/19-22-20-66-7.jpg,images/19-22-20-66-7.jpg,吴玉芳,https://www.ijq.tv/mingxing/1493.html,https://image.ijq.tv/201503/15/19-22-20-66-7.jpg
王祉萱,王淼,vanessa,汉族,内地,1991-6-30,黑龙江省大兴安岭,170CM,48KG,O型,巨蟹座,齐齐哈尔大学,"演员,模特",,王祉萱的新浪微博,《STB超级教师》《加油吧实习生》,郑恺 付静 蔡文静,https://image.ijq.tv/201503/14/16-40-10-21-14.jpg,images/16-40-10-21-14.jpg,王祉萱,https://www.ijq.tv/mingxing/1492.html,https://image.ijq.tv/201503/14/16-40-10-21-14.jpg
马可,Make,,回族,内地,1990-2-9,北京,183CM,65KG,O型,水瓶座,中央戏剧学院表演系本科08级,演员,慈文传媒集团,马可的新浪微博,《致我们终将逝去的青春》《重生之名流巨星》《花千骨》《爸爸父亲爹》,搭档霍建华 搭档赵丽颖,https://image.ijq.tv/201503/14/16-38-22-95-10.jpg,images/16-38-22-95-10.jpg,马可,https://www.ijq.tv/mingxing/1491.html,https://image.ijq.tv/201503/14/16-38-22-95-10.jpg
张静静,,,汉族,内地,4-13,山东,162CM,50KG,A型,双子座,上海戏剧学院,演员,九彩虹传媒,张静静的新浪微博,《最后一张签证》《婆媳的战国时代》,陈宝国 赵立新,https://image.ijq.tv/201503/14/16-04-46-93-13.jpg,images/16-04-46-93-13.jpg,张静静,https://www.ijq.tv/mingxing/1490.html,https://image.ijq.tv/201503/14/16-04-46-93-13.jpg
曲哲明,Jeremy,,汉族,内地,1989-5-13,辽宁鞍山,180CM,70KG,B型,金牛座,上海戏剧学院表演系08级本科班,演员,,曲哲明的新浪微博,《老马家的幸福往事》《秦时明月》,搭档孙艺洲,https://image.ijq.tv/201503/14/15-54-29-80-10.jpg,images/15-54-29-80-10.jpg,曲哲明,https://www.ijq.tv/mingxing/1489.html,https://image.ijq.tv/201503/14/15-54-29-80-10.jpg
吕夏,,吕夏葳,汉族,内地,1982-6-28,淮南,168CM,50KG,B型,巨蟹座,中央戏剧学院,演员,,吕夏的新浪微博,《生存之民工》《我们像葵花》《嫁个老公过日子》《抹布女也有春天》,张歆艺,https://image.ijq.tv/201503/14/14-32-08-25-8.jpg,images/14-32-08-25-8.jpg,吕夏,https://www.ijq.tv/mingxing/1488.html,https://image.ijq.tv/201503/14/14-32-08-25-8.jpg
陈欣予,Maggie,,汉族,内地,11-24,,168CM,45KG,A型,射手座,复旦视觉广告学09级本科,"演员,模特",耀客传媒,陈欣予的新浪微博,《大当家》《破阵》《女人的秘密》《美味奇缘》《独步天下》,唐艺昕,https://image.ijq.tv/201607/04/17-11-34-54-19.jpg,images/17-11-34-54-19.jpg,陈欣予,https://www.ijq.tv/mingxing/1487.html,https://image.ijq.tv/201607/04/17-11-34-54-19.jpg
