中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
边熙蕾,Xilei Bian,,汉族,内地,1999-9-13,广东,167CM,45KG,,处女座,北京电影学院,演员,,边熙蕾的新浪微博,《双十一脱单记》《风花雪月传奇》《武动乾坤》《澳门往事》,高寒 高杨 炘灿,https://image.ijq.tv/201908/29/15-58-29-38-47.png,images/15-58-29-38-47.png,边熙蕾,https://www.ijq.tv/mingxing/15670654656376.html,https://image.ijq.tv/201908/29/15-58-29-38-47.png
傅奕晨,,,汉族,内地,5-29,,182CM,65KG,,双子座,,演员,,傅奕晨的新浪微博,《脱单记》《我不上头条》《坑爹游戏》《婚后进行时》,高寒 高杨 炘灿 秦浩 陈圆,https://image.ijq.tv/201908/29/15-31-32-59-47.png,images/15-31-32-59-47.png,傅奕晨,https://www.ijq.tv/mingxing/15670638286375.html,https://image.ijq.tv/201908/29/15-31-32-59-47.png
炘灿,,,汉族,内地,1994-9-1,银川,182CM,65KG,,处女座,,"演员,歌手",,炘灿的新浪微博,《双十一脱单记》《大糖坊》《星动亚洲》,高寒 傅奕晨 边熙蕾 沈腾,https://image.ijq.tv/201908/29/15-05-51-81-47.png,images/15-05-51-81-47.png,炘灿,https://www.ijq.tv/mingxing/15670623016374.html,https://image.ijq.tv/201908/29/15-05-51-81-47.png
蔡程昱,,"蔡蔡,小蔡",汉族,内地,1998-1-17,宿州,182CM,65KG,,魔羯座,上海音乐学院,歌手,,蔡程昱的新浪微博,《声入人心》《征程》《Favorite》《初心》,王晰 陈博豪 蔡尧,https://image.ijq.tv/201908/29/14-39-04-50-47.png,images/14-39-04-50-47.png,蔡程昱,https://www.ijq.tv/mingxing/15670606556373.html,https://image.ijq.tv/201908/29/14-39-04-50-47.png
王晰,Elvis Wang,王欣,汉族,内地,1985-4-5,辽宁省营口,182CM,68KG,,白羊座,辽宁艺术职业学院,"演员,歌手",乐华娱乐,王晰的新浪微博,《重游往昔》《LowC的诱惑》《亲爱的中国》《我的爱》《无所谓》,陈博豪 蔡程昱 蔡尧,https://image.ijq.tv/201908/29/14-20-49-99-47.png,images/14-20-49-99-47.png,王晰,https://www.ijq.tv/mingxing/15670593096372.html,https://image.ijq.tv/201908/29/14-20-49-99-47.png
高杨,Gyon,,汉族,内地,1996-7-15,新疆,185CM,65KG,,巨蟹座,奥地利维也纳普莱纳音乐学院声,歌手,《声入人心》成员,高杨的新浪微博,《声入人心》《长腿叔叔》,王晰 陈博豪 蔡程昱 蔡尧,https://image.ijq.tv/201908/29/11-50-30-87-47.png,images/11-50-30-87-47.png,高杨,https://www.ijq.tv/mingxing/15670479786371.html,https://image.ijq.tv/201908/29/11-50-30-87-47.png
高杨,,,汉族,内地,1994-6-18,黑龙江,183CM,65KG,,双子座,,演员,哈尔滨话剧院演员,高杨的新浪微博,《桃花源志》《器灵2》《一树桃花开》《吸血鬼公约》《拿下白富美》,高寒 炘灿 傅奕晨 边熙蕾,https://image.ijq.tv/201908/29/11-00-30-46-47.png,images/11-00-30-46-47.png,高杨,https://www.ijq.tv/mingxing/15670476006370.html,https://image.ijq.tv/201908/29/11-00-30-46-47.png
高寒,Han Gao,,汉族,内地,1996-6-6,长沙,180CM,63KG,,双子座,上海戏剧学院,演员,新湃传媒,高寒的新浪微博,《医妃难囚》《时空偷渡少女》《脱单记》,高杨 炘灿 傅奕晨 边熙蕾 杨安琪,https://image.ijq.tv/201908/29/10-32-33-60-47.png,images/10-32-33-60-47.png,高寒,https://www.ijq.tv/mingxing/15670458036369.html,https://image.ijq.tv/201908/29/10-32-33-60-47.png
周体顺,,,汉族,内地,1997-4-12,,180CM,63KG,,白羊座,,演员,,周体顺的新浪微博,《画师》《医妃难囚》,杨安琪 盛英豪 高寒 陈烁,https://image.ijq.tv/201908/29/10-04-31-33-47.png,images/10-04-31-33-47.png,周体顺,https://www.ijq.tv/mingxing/15670436696368.html,https://image.ijq.tv/201908/29/10-04-31-33-47.png
黄嘉琪,Sophia,豆豆,汉族,内地,1999-9-24,广东深圳,163CM,45KG,O型,天秤座,实验初中,"演员,歌手",,黄嘉琪的新浪微博,《我和两个他》,张子枫 熊梓淇 刘剑羽 刘奕畅,https://image.ijq.tv/201908/28/17-52-04-92-47.png,images/17-52-04-92-47.png,黄嘉琪,https://www.ijq.tv/mingxing/15669858806367.html,https://image.ijq.tv/201908/28/17-52-04-92-47.png
,,,,,,,,,,,,,,,,,,,董浩然,https://www.ijq.tv/mingxing/15669835456366.html,https:
方子怡,,,汉族,内地,8-13,,168CM,46KG,,狮子座,中国戏曲学院,演员,宁波紫微星空,方子怡的新浪微博,《我和两个他》《照相师》《灵魂寄生》《惊魂派对》《义无反顾》,,https://image.ijq.tv/201908/28/16-31-41-97-47.png,images/16-31-41-97-47.png,方子怡,https://www.ijq.tv/mingxing/15669810676365.html,https://image.ijq.tv/201908/28/16-31-41-97-47.png
陈虹,,药药,汉族,内地,1996-5-25,厦门,163CM,45KG,,双子座,,歌手,Lunar少女偶像团体成员,陈虹的新浪微博,《二次元大作战》《年轻到永远》《买买买》《球球大作战》,范淑瑛 黄芷嫣 金典 李雯佳,https://image.ijq.tv/201908/28/14-53-30-37-47.png,images/14-53-30-37-47.png,陈虹,https://www.ijq.tv/mingxing/15669751316364.html,https://image.ijq.tv/201908/28/14-53-30-37-47.png
李雯佳,,虫虫,汉族,内地,1996-11-1,上海,164CM,45KG,,天蝎座,中华女子学院,"演员,歌手",Lunar少女偶像团体成员,李雯佳的新浪微博,《可惜不是你》,陈虹 范淑瑛 黄芷嫣 金典,https://image.ijq.tv/201908/28/14-29-26-13-47.png,images/14-29-26-13-47.png,李雯佳,https://www.ijq.tv/mingxing/15669737476363.html,https://image.ijq.tv/201908/28/14-29-26-13-47.png
顾雨涵,,,汉族,内地,2005-2-23,无锡,165CM,45KG,,双鱼座,江苏省无锡连元街小学,演员,,顾雨涵的新浪微博,《可惜不是你》《独步天下》《武媚娘传奇》《茧镇奇缘》《因法之名》《京城81号》《爱人的谎言》,张丹峰 陈瑶 林心如 吴镇宇,https://image.ijq.tv/201908/28/13-50-25-51-47.png,images/13-50-25-51-47.png,顾雨涵,https://www.ijq.tv/mingxing/15669713806362.html,https://image.ijq.tv/201908/28/13-50-25-51-47.png
黄迪,,黄美琪,汉族,内地,1988-11-24,无锡,166CM,47KG,A型,射手座,北京电影学院,演员,,黄迪的新浪微博,《可惜不是你》《乾隆秘史》《冬日惊雷》《西施秘史》,马景涛 马德钟 邬靖靖 陈浩民 禹童 赵志瑶,https://image.ijq.tv/201908/28/11-34-19-91-47.png,images/11-34-19-91-47.png,黄迪,https://www.ijq.tv/mingxing/15669628676361.html,https://image.ijq.tv/201908/28/11-34-19-91-47.png
马超,,,汉族,内地,1987-9-7,沈阳,,,,处女座,沈阳音乐学院,演员,金英马影视,马超的新浪微博,《聂荣臻》《毕有财》《可惜不是你》《平凡的岁月》,林永健 齐欢,https://image.ijq.tv/201908/28/10-52-48-69-47.png,images/10-52-48-69-47.png,马超,https://www.ijq.tv/mingxing/15669605686360.html,https://image.ijq.tv/201908/28/10-52-48-69-47.png
孙文雪,,,汉族,内地,,,170CM,48KG,,,,演员,太阳文化娱乐有限公司|稻草熊影视公司,孙文雪的新浪微博,《黑白无双》《降魔师之血僵尸》《绝色之战》《计中计之密钥奇缘》,陈若轩 郭依琳 樊少皇 贾晓晨,https://image.ijq.tv/201908/28/10-26-51-67-47.png,images/10-26-51-67-47.png,孙文雪,https://www.ijq.tv/mingxing/15669591676359.html,https://image.ijq.tv/201908/28/10-26-51-67-47.png
郭依琳,,甜蜜小公主,汉族,内地,2002-10-5,江苏南京,167CM,45KG,,天秤座,上海戏剧学院,演员,法国宝贝庄园,郭依琳的新浪微博,《心理罪》《黑白无双》《器皿》,陈若轩 樊少皇 贾晓晨,https://image.ijq.tv/201908/28/10-03-26-98-47.png,images/10-03-26-98-47.png,郭依琳,https://www.ijq.tv/mingxing/15669577806358.html,https://image.ijq.tv/201908/28/10-03-26-98-47.png
蒋翊,BluRRy,,汉族,内地,1986-5-10,江苏,169CM,58KG,,金牛座,,"演员,电影人,其他",江苏次元影业,蒋翊的新浪微博,《可惜不是你》《冒牌太子妃》《剑网3番外之四海流云》,樊少皇 陈若轩 郭依琳 韩旭,https://image.ijq.tv/201908/28/09-36-12-70-47.png,images/09-36-12-70-47.png,蒋翊,https://www.ijq.tv/mingxing/15669561416357.html,https://image.ijq.tv/201908/28/09-36-12-70-47.png
