中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
郑妙,,,汉族,内地,1996-4-2,湖北武汉,165CM,45KG,AB型,白羊座,华中科技大学,演员,北京万合天宜影视文化有限公司,郑妙的新浪微博,《调香师》,余佳淼,https://image.ijq.tv/201709/04/14-45-14-82-26.jpg,images/14-45-14-82-26.jpg,郑妙,https://www.ijq.tv/mingxing/15045074084618.html,https://image.ijq.tv/201709/04/14-45-14-82-26.jpg
梦秦,,陈梦秦,汉族,内地,11-27,北京,168CM,42KG,A型,魔羯座,中央戏剧学院,演员,菁菁文化,梦秦的新浪微博,《微微一笑很倾城》《她很漂亮》,,https://image.ijq.tv/201709/04/11-11-15-78-26.jpg,images/11-11-15-78-26.jpg,梦秦,https://www.ijq.tv/mingxing/15044928274617.html,https://image.ijq.tv/201709/04/11-11-15-78-26.jpg
刘虞佳,Irena,,汉族,内地,1993-1-1,江苏常熟,170CM,47KG,B型,水瓶座,,"演员,模特",,刘虞佳的新浪微博,《左耳》,蒋沁芸,https://image.ijq.tv/201709/02/10-45-27-22-26.jpg,images/10-45-27-22-26.jpg,刘虞佳,https://www.ijq.tv/mingxing/15043202754616.html,https://image.ijq.tv/201709/02/10-45-27-22-26.jpg
蒋沁芸,,,汉族,内地,1991-3-22,四川,165CM,45KG,AB型,白羊座,上海同济大学,演员,,蒋沁芸的新浪微博,《会痛的17岁》,,https://image.ijq.tv/201709/02/10-07-20-40-26.jpg,images/10-07-20-40-26.jpg,蒋沁芸,https://www.ijq.tv/mingxing/15043179814615.html,https://image.ijq.tv/201709/02/10-07-20-40-26.jpg
石敏,,,汉族,内地,2-14,重庆,165CM,45KG,A型,白羊座,北京现代音乐学院,演员,,石敏的新浪微博,《如懿传》,王丽坤,https://image.ijq.tv/201709/01/16-10-26-63-19.jpg,images/16-10-26-63-19.jpg,石敏,https://www.ijq.tv/mingxing/15042533874614.html,https://image.ijq.tv/201709/01/16-10-26-63-19.jpg
于小琬,,,汉族,内地,1991-2-5,北京,168CM,45KG,AB型,双鱼座,沈阳音乐学院,演员,,于小琬的新浪微博,《再见美人鱼》,,https://image.ijq.tv/201709/01/15-42-23-73-26.jpg,images/15-42-23-73-26.jpg,于小琬,https://www.ijq.tv/mingxing/15042507194613.html,https://image.ijq.tv/201709/01/15-42-23-73-26.jpg
郑水晶,Christine Zheng,,汉族,内地,1994-7-25,浙江杭州,165CM,45KG,B型,狮子座,中央戏剧学院,演员,,郑水晶的新浪微博,《如懿传》《爱上试睡师》,周迅,https://image.ijq.tv/201709/01/15-24-08-25-19.jpg,images/15-24-08-25-19.jpg,郑水晶,https://www.ijq.tv/mingxing/15042506284612.html,https://image.ijq.tv/201709/01/15-24-08-25-19.jpg
董钒,,,汉族,内地,1994-3-31,上海,169CM,45KG,A型,白羊座,上海戏剧学院,演员,,董钒的新浪微博,《镇魂》,白宇,https://image.ijq.tv/201709/01/14-36-17-15-19.jpg,images/14-36-17-15-19.jpg,董钒,https://www.ijq.tv/mingxing/15042477584610.html,https://image.ijq.tv/201709/01/14-36-17-15-19.jpg
叶梓棠,,叶可儿,,内地,1990-7-17,浙江省金华,168CM,40KG,AB型,巨蟹座,浙江艺术职业学院,"演员,模特",,叶梓棠的新浪微博,《活佛济公》《夏家三千金》《大仙衙门》,,https://image.ijq.tv/201709/01/14-40-24-25-26.jpg,images/14-40-24-25-26.jpg,叶梓棠,https://www.ijq.tv/mingxing/15042459924611.html,https://image.ijq.tv/201709/01/14-40-24-25-26.jpg
安杰,,,藏族,内地,1993-10-7,青海,181CM,67KG,A型,天秤座,中央戏剧学院,演员,工夫真言影业签约演员,安杰的新浪微博,《如懿传》《快把我哥带走》,霍建华,https://image.ijq.tv/201709/01/14-06-12-76-19.jpg,images/14-06-12-76-19.jpg,安杰,https://www.ijq.tv/mingxing/15042459464609.html,https://image.ijq.tv/201709/01/14-06-12-76-19.jpg
王彦彬,,,汉族,内地,1993,山东潍坊,178CM,60KG,B型,魔羯座,上海戏剧学院,演员,无限航路,王彦彬的新浪微博,《将界》,,https://image.ijq.tv/201709/01/10-39-54-73-26.jpg,images/10-39-54-73-26.jpg,王彦彬,https://www.ijq.tv/mingxing/15042335164608.html,https://image.ijq.tv/201709/01/10-39-54-73-26.jpg
黄日莹,,黄小莹,汉族,内地,1994,福建,165CM,43KG,AB型,白羊座,集美大学诚毅学院,演员,无限航路影视文化（北京）有限公司,黄日莹的新浪微博,《将界2》《惹不起的殿下大人》,唐晓天,https://image.ijq.tv/201709/01/10-06-18-44-26.jpg,images/10-06-18-44-26.jpg,黄日莹,https://www.ijq.tv/mingxing/15042308754607.html,https://image.ijq.tv/201709/01/10-06-18-44-26.jpg
闫肃,,肃肃,汉族,内地,1985-12-14 (农历冬-初三）,河北唐山,180CM,68KG,AB型,射手座,同济大学,演员,,闫肃的新浪微博,《美味奇缘》,毛晓彤,https://image.ijq.tv/201708/31/15-54-15-91-26.jpg,images/15-54-15-91-26.jpg,闫肃,https://www.ijq.tv/mingxing/15041641414606.html,https://image.ijq.tv/201708/31/15-54-15-91-26.jpg
刘成瑞,Ray,刘丞,汉族,内地,1987-1-12,安徽合肥,181CM,64KG,B型,魔羯座,重庆大学美视电影学院,演员,嘉宝伯锐国际文化传媒有限公司,刘成瑞的新浪微博,《BYE》《旧时光》《青春无敌之美女时代》,,https://image.ijq.tv/201708/31/13-05-13-10-10.jpg,images/13-05-13-10-10.jpg,刘成瑞,https://www.ijq.tv/mingxing/15041558724605.html,https://image.ijq.tv/201708/31/13-05-13-10-10.jpg
李政军,Paul,,朝鲜族,内地,10-18,吉林省延边朝鲜族自治州,185CM,69KG,A型,天秤座,山东大学医学院,"演员,歌手",,李政军的新浪微博,《奇葩超能事务所》《整垮前女友》,,https://image.ijq.tv/201708/31/10-06-53-96-26.jpg,images/10-06-53-96-26.jpg,李政军,https://www.ijq.tv/mingxing/15041451054604.html,https://image.ijq.tv/201708/31/10-06-53-96-26.jpg
王泊文,,泊文,汉族,内地,1985-9-21,天津市,183CM,70KG,O型,处女座,北京电影学院,演员,,王泊文的新浪微博,《无罪之城》《武媚娘传奇》《金色年华》《大旗英雄传》,搭档杜淳,https://image.ijq.tv/201708/30/16-17-57-24-10.jpg,images/16-17-57-24-10.jpg,王泊文,https://www.ijq.tv/mingxing/15040808234603.html,https://image.ijq.tv/201708/30/16-17-57-24-10.jpg
闫佳颖,Jessie,佳颖,,内地,1993-6-27,山西太原,168CM,42KG,,,中国戏曲学院,演员,,闫佳颖的新浪微博,《偷窥女人心》《食全食美》《爷儿们李大宝的平凡岁月》《饭局也疯狂》《第三种幸福》,,https://image.ijq.tv/201708/30/16-26-33-88-26.jpg,images/16-26-33-88-26.jpg,闫佳颖,https://www.ijq.tv/mingxing/15040802964602.html,https://image.ijq.tv/201708/30/16-26-33-88-26.jpg
王超伟,,,汉族,内地,1991-11-30,安徽蚌埠,185CM,65KG,A型,天蝎座,解放军艺术学院戏剧系2010级本科,演员,梅尔塞纳影视文化（北京）有限公司,王超伟的新浪微博,《新边城浪子》《镇魂》,张馨予,https://image.ijq.tv/201708/30/15-26-02-48-19.jpg,images/15-26-02-48-19.jpg,王超伟,https://www.ijq.tv/mingxing/15040779344601.html,https://image.ijq.tv/201708/30/15-26-02-48-19.jpg
张何昊臻,,,汉族,内地,1996-7-8,武汉,185CM,65KG,A型,巨蟹座,中央戏剧学院,演员,嘉本盛开签约演员,张何昊臻的新浪微博,《龟蜜日记》《致我们单纯的小美好》,沈月,https://image.ijq.tv/201708/30/11-34-23-23-19.jpg,images/11-34-23-23-19.jpg,张何昊臻,https://www.ijq.tv/mingxing/15040640464600.html,https://image.ijq.tv/201708/30/11-34-23-23-19.jpg
于斌,Paul Yu Pin|Bin,,汉族,内地,1991-7-3,香港特别行政区,180CM,69KG,A型,巨蟹座,,"演员,歌手,主持人",北京新湃传媒有限公司,于斌的新浪微博,《Sadness》《末法王座》《归还世界给你》,杨烁,https://image.ijq.tv/201708/30/11-18-45-15-26.jpg,images/11-18-45-15-26.jpg,于斌,https://www.ijq.tv/mingxing/15040620774599.html,https://image.ijq.tv/201708/30/11-18-45-15-26.jpg
