中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
许诗茵,,小V,汉族,内地,1995-2-3,广东,165CM,46KG,,水瓶座,星海音乐学院,"演员,歌手",齐鼓文化,许诗茵的新浪微博,《闪光少女》《是你没错了》《白衣少年》,孟美岐 吴宣仪,https://image.ijq.tv/201909/29/09-52-46-74-47.png,images/09-52-46-74-47.png,许诗茵,https://www.ijq.tv/mingxing/15697219376682.html,https://image.ijq.tv/201909/29/09-52-46-74-47.png
向俞星,,星星,汉族,内地,2001-6-5,北京,165CM,45KG,,双子座,,"演员,歌手",欢聚传媒,向俞星的新浪微博,《我看见》《世上另外一个我》《你要好好的》,孟美岐 吴宣仪 范薇 陈怡凡 刘思纤,https://image.ijq.tv/201909/27/18-04-07-99-47.png,images/18-04-07-99-47.png,向俞星,https://www.ijq.tv/mingxing/15695786246681.html,https://image.ijq.tv/201909/27/18-04-07-99-47.png
夏诗洁,Sjie,,汉族,内地,1997-8-9,湖北,168CM,45KG,,狮子座,,"演员,歌手",中樱桃文化,夏诗洁的新浪微博,《创造101》《诗王争霸》,孟美岐 吴宣仪,https://image.ijq.tv/201909/27/17-41-55-98-47.png,images/17-41-55-98-47.png,夏诗洁,https://www.ijq.tv/mingxing/15695770406680.html,https://image.ijq.tv/201909/27/17-41-55-98-47.png
吴茜,,,汉族,内地,1997-8-14,北京,167CM,46KG,,狮子座,,歌手,欢聚时代,吴茜的新浪微博,《创造101》《谢谢你@我》,孟美岐 吴宣仪,https://image.ijq.tv/201909/27/17-09-16-82-47.png,images/17-09-16-82-47.png,吴茜,https://www.ijq.tv/mingxing/15695753106679.html,https://image.ijq.tv/201909/27/17-09-16-82-47.png
王雅凛,,,汉族,内地,1995-10-9,,167CM,46KG,,天秤座,,"演员,歌手",ETM活力时代,王雅凛的新浪微博,《创造101》,孟美岐 吴宣仪,https://image.ijq.tv/201909/27/16-50-37-83-47.png,images/16-50-37-83-47.png,王雅凛,https://www.ijq.tv/mingxing/15695741956678.html,https://image.ijq.tv/201909/27/16-50-37-83-47.png
王晴,,,汉族,内地,1997-3-12,,166CM,45KG,,双鱼座,,"演员,歌手",可米·领誉公司,王晴的新浪微博,《创造101》《天理男容》《星座值守恋人》,郑丞丞 易柏辰 王玥婷,https://image.ijq.tv/201909/27/16-31-04-21-47.png,images/16-31-04-21-47.png,王晴,https://www.ijq.tv/mingxing/15695730046677.html,https://image.ijq.tv/201909/27/16-31-04-21-47.png
王曼君,,,汉族,内地,1990-3-6,江苏,165CM,45KG,,双鱼座,,歌手,上海香蕉计划演出经纪有限公司,王曼君的新浪微博,《创造101》,王莫涵 王晴 王婷 王雅凛,https://image.ijq.tv/201909/27/16-18-19-60-47.png,images/16-18-19-60-47.png,王曼君,https://www.ijq.tv/mingxing/15695722816676.html,https://image.ijq.tv/201909/27/16-18-19-60-47.png
谈楚然,,,汉族,内地,7-15,,,,,巨蟹座,深圳大学,"演员,歌手",极创引力,谈楚然的新浪微博,《创造101》,魏瑾 杜金雨 罗智仪 罗怡恬 谭妍喆,https://image.ijq.tv/201909/27/15-15-42-59-47.png,images/15-15-42-59-47.png,谈楚然,https://www.ijq.tv/mingxing/15695682606675.html,https://image.ijq.tv/201909/27/15-15-42-59-47.png
邵夏,,,汉族,内地,1995-11-1,,167CM,45KG,,天蝎座,,"演员,歌手",种梦娱乐,邵夏的新浪微博,《创造101》,芮萌 蔡徐坤 戴景耀 苏芮琪 杨芸晴,https://image.ijq.tv/201909/27/14-35-45-86-47.png,images/14-35-45-86-47.png,邵夏,https://www.ijq.tv/mingxing/15695656716674.html,https://image.ijq.tv/201909/27/14-35-45-86-47.png
芮萌,Mirichy,,汉族,内地,1997-7-16,,,,,巨蟹座,北京服装学院,"演员,歌手",麦锐娱乐,芮萌的新浪微博,《创造101》《Hello梦想》《天生》,王玥 张紫宁,https://image.ijq.tv/201909/27/14-09-53-89-47.png,images/14-09-53-89-47.png,芮萌,https://www.ijq.tv/mingxing/15695645476673.html,https://image.ijq.tv/201909/27/14-09-53-89-47.png
邱路晴,,,汉族,内地,1991-7-28,,165CM,45KG,,狮子座,华东理工大学,"演员,歌手",欢瑞世纪七娱乐,邱路晴的新浪微博,《创造101》,任真 芮萌 邵夏 苏芮琪 杨芸晴,https://image.ijq.tv/201909/27/11-57-03-88-47.png,images/11-57-03-88-47.png,邱路晴,https://www.ijq.tv/mingxing/15695565956672.html,https://image.ijq.tv/201909/27/11-57-03-88-47.png
潘珺雅,,,汉族,内地,2001-12-3,福建,167CM,45KG,,射手座,厦门艺术学校,"演员,歌手",乐华娱乐,潘珺雅的新浪微博,《创造101》,江璟儿 孟美岐 吴宣仪 杨蕊菡 张溪,https://image.ijq.tv/201909/27/11-50-02-74-47.png,images/11-50-02-74-47.png,潘珺雅,https://www.ijq.tv/mingxing/15695558066671.html,https://image.ijq.tv/201909/27/11-50-02-74-47.png
倪秋云,云哥,,汉族,内地,,深圳,166CM,48KG,,白羊座,,"演员,歌手",觉醒东方,倪秋云的新浪微博,《创造101》《中国梦之声·下一站传奇》,林君怡 李子璇,https://image.ijq.tv/201909/27/11-29-13-68-47.png,images/11-29-13-68-47.png,倪秋云,https://www.ijq.tv/mingxing/15695549116670.html,https://image.ijq.tv/201909/27/11-29-13-68-47.png
毛唯嘉,,,汉族,内地,1995-3-16,上海,166CM,46KG,,双鱼座,,"演员,歌手",AKB48（China）,毛唯嘉的新浪微博,《创造101》,刘念,https://image.ijq.tv/201909/27/11-01-35-62-47.png,images/11-01-35-62-47.png,毛唯嘉,https://www.ijq.tv/mingxing/15695532656669.html,https://image.ijq.tv/201909/27/11-01-35-62-47.png
马兴钰,,,汉族,内地,2002-8-30,四川,166CM,45KG,,狮子座,,"演员,歌手",ETM Entertainment,马兴钰的新浪微博,《创造101》,,https://image.ijq.tv/201909/27/10-46-34-47-47.png,images/10-46-34-47-47.png,马兴钰,https://www.ijq.tv/mingxing/15695523496668.html,https://image.ijq.tv/201909/27/10-46-34-47-47.png
刘思纤,,,汉族,内地,1994-9-15,江西,167CM,46KG,,,浙江工业大学,"演员,歌手,主持人",广州欢聚影业有限公司,刘思纤的新浪微博,《世上另外一个我》《你要好好的》《后座上的杀手》,李牧芸 刘思纤 向俞星,https://image.ijq.tv/201909/27/10-27-31-41-47.png,images/10-27-31-41-47.png,刘思纤,https://www.ijq.tv/mingxing/15695512276667.html,https://image.ijq.tv/201909/27/10-27-31-41-47.png
刘念,,念念,汉族,内地,成都理工大学,河南,166CM,45KG,A型,水瓶座,成都理工大学,"演员,歌手",AKB48（China）,刘念的新浪微博,《创造101》,陈怡欣 戴紫嫣 董芳池 李诗绮,https://image.ijq.tv/201909/27/10-05-19-62-47.png,images/10-05-19-62-47.png,刘念,https://www.ijq.tv/mingxing/15695498936666.html,https://image.ijq.tv/201909/27/10-05-19-62-47.png
刘尼夷,,,汉族,内地,1998-4-22,,,,,,,"演员,歌手",香蕉娱乐,,《创造101》,孟美岐 吴宣仪,https://image.ijq.tv/201909/26/17-25-09-47-47.png,images/17-25-09-47-47.png,刘尼夷,https://www.ijq.tv/mingxing/15694898686665.html,https://image.ijq.tv/201909/26/17-25-09-47-47.png
张沐莀,,张婷,汉族,内地,,北京,164CM,48KG,O型,,浙江传媒学院,"演员,主持人",北京电视台,张沐莀的新浪微博,《我不能恋爱的女朋友》《STB超级教师》,乔欣 许魏洲 周艺轩 王亮,https://image.ijq.tv/201909/26/17-13-41-29-46.jpg,images/17-13-41-29-46.jpg,张沐莀,https://www.ijq.tv/mingxing/15694892156664.html,https://image.ijq.tv/201909/26/17-13-41-29-46.jpg
刘佳莹,,,汉族,内地,1995-7-14,上海,165CM,45KG,,巨蟹座,,"演员,歌手",心动娱乐,刘佳莹的新浪微博,《创造101》,孟美岐 吴宣仪,https://image.ijq.tv/201909/26/17-06-58-63-47.png,images/17-06-58-63-47.png,刘佳莹,https://www.ijq.tv/mingxing/15694886486663.html,https://image.ijq.tv/201909/26/17-06-58-63-47.png
