中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
沈陶然,Zoe,,汉族,内地,1989-9-1,安徽合肥,163CM,44KG,O型,天蝎座,北京电影学院表演系,演员,国爱传媒,沈陶然的新浪微博,《AA制生活》《温柔的谎言》《爱谁谁》《独生子》,搭档林申,https://image.ijq.tv/201504/20/10-29-55-15-10.jpg,images/10-29-55-15-10.jpg,沈陶然,https://www.ijq.tv/mingxing/1885.html,https://image.ijq.tv/201504/20/10-29-55-15-10.jpg
边伯贤,변백현|BAEK HYUN,伯贤,朝鲜族,内地,1992-5-6,韩国京畿道富川市,182CM,56KG,O型,金牛座,富川中元高中,"演员,歌手",,边伯贤的新浪微博,《步步惊心：丽》《十二月的奇迹》《Overdose》,队友金钟仁 搭档黄光熙 组合EXO 前辈金希澈,https://image.ijq.tv/201704/01/14-49-53-51-26.jpg,images/14-49-53-51-26.jpg,边伯贤,https://www.ijq.tv/mingxing/1884.html,https://image.ijq.tv/201704/01/14-49-53-51-26.jpg
郑宜涵,Moon,郑伊涵,汉族,内地,1984-1-10,北京-西城区,170CM,49KG,A型,金牛座,中央戏剧学院,演员,,,《幸福双黄线》《新活佛济公》,,https://image.ijq.tv/201504/18/16-35-22-44-12.jpg,images/16-35-22-44-12.jpg,郑宜涵,https://www.ijq.tv/mingxing/1883.html,https://image.ijq.tv/201504/18/16-35-22-44-12.jpg
吴世勋,SEHUN|오세훈,"奶包,勋勋,白久",朝鲜族,内地,1994-4-12,首尔特别市,,64KG,O型,白羊座,韩国首尔表演艺术高中,"演员,歌手",S.M.Entertainment,吴世勋的新浪微博,《十二月的奇迹》,金钟国,https://image.ijq.tv/201504/18/16-29-49-33-16.jpg,images/16-29-49-33-16.jpg,吴世勋,https://www.ijq.tv/mingxing/1881.html,https://image.ijq.tv/201504/18/16-29-49-33-16.jpg
曲栅栅,曲栅栅,"曲虹霓,栅栅,鬼手栅,栅姐",汉族,内地,1982-5-21,长春,170CM,49KG,B型,金牛座,中央戏剧学院,演员,北京爱克赛文影视制作有限公司,曲栅栅的新浪微博,《神探狄仁杰》《苏东坡断案》《神探包青天》,男友黄海波 好友张子健,https://image.ijq.tv/201504/18/16-31-23-75-8.jpg,images/16-31-23-75-8.jpg,曲栅栅,https://www.ijq.tv/mingxing/1882.html,https://image.ijq.tv/201504/18/16-31-23-75-8.jpg
李菁菁,Lijingjing,,汉族,内地,1970-9-,内蒙古自治区通辽市科尔沁区,167CM,70KG,B型,天秤座,北京电影学院文学系大专,演员,,李菁菁的新浪微博,《金婚》《刁蛮俏御医》《憨媳当家》《女人当官》,搭档李幼斌 搭档郝平,https://image.ijq.tv/201504/18/15-48-30-42-10.jpg,images/15-48-30-42-10.jpg,李菁菁,https://www.ijq.tv/mingxing/1878.html,https://image.ijq.tv/201504/18/15-48-30-42-10.jpg
方慧,,,汉族,内地,1983-10-11,浙江省台州市,164CM,47KG,O型,射手座,中央戏剧学院表演系2004级本科,演员,,,《民兵葛二蛋》《我为儿孙当北漂》,,https://image.ijq.tv/201504/18/15-09-03-17-11.jpg,images/15-09-03-17-11.jpg,方慧,https://www.ijq.tv/mingxing/1876.html,https://image.ijq.tv/201504/18/15-09-03-17-11.jpg
郝平,Haoping,小于是之,汉族,内地,1970-2-19,陕西西安,182CM,78KG,O型,双鱼座,上海戏剧学院表演系,演员,北京紫微星空文化传媒,郝平的新浪微博,《蜗居》《全家福》《黑暗中的救赎》《同在屋檐下》,搭档谢天华,https://image.ijq.tv/201504/18/15-01-47-63-10.jpg,images/15-01-47-63-10.jpg,郝平,https://www.ijq.tv/mingxing/1875.html,https://image.ijq.tv/201504/18/15-01-47-63-10.jpg
邬立朋,Wulipeng,,汉族,内地,3-27,黑龙江伊春,180CM,67KG,B型,金牛座,,演员,,邬立朋的新浪微博,《后宫甄嬛传》,搭档韩栋 搭档李东学,https://image.ijq.tv/201504/18/14-24-16-41-10.jpg,images/14-24-16-41-10.jpg,邬立朋,https://www.ijq.tv/mingxing/1874.html,https://image.ijq.tv/201504/18/14-24-16-41-10.jpg
赵秦,Zhao Qin,"小美,富察小美",汉族,内地,1985-1-13,北京,165CM,50KG,O型,魔羯座,中央戏剧学院管理系,"演员,主持人",,赵秦的新浪微博,《金婚》《甄嬛传》《叶落长安》《兰陵王妃》,搭档孙俪 搭档张含韵,https://image.ijq.tv/201504/18/13-48-26-47-10.jpg,images/13-48-26-47-10.jpg,赵秦,https://www.ijq.tv/mingxing/1873.html,https://image.ijq.tv/201504/18/13-48-26-47-10.jpg
夏花,Summer flowers,,汉族,内地,1991-03-11,北京,168CM,48KG,B型,双子座,中央戏剧学院,演员,北京强视传媒,夏花的新浪微博,《明天你好》《多少爱可以重来》,张晓谦,https://image.ijq.tv/201504/18/13-39-21-26-12.jpg,images/13-39-21-26-12.jpg,夏花,https://www.ijq.tv/mingxing/1872.html,https://image.ijq.tv/201504/18/13-39-21-26-12.jpg
李宜儒,,李静怡,汉族,内地,1990-2-27,安徽省,166CM,44KG,A型,双鱼座,北京电影学院表演系,"演员,模特",,李宜儒的新浪微博,《明天你好》,,https://image.ijq.tv/201504/18/11-39-49-68-12.jpg,images/11-39-49-68-12.jpg,李宜儒,https://www.ijq.tv/mingxing/1870.html,https://image.ijq.tv/201504/18/11-39-49-68-12.jpg
张雅萌,Zhangyameng,,汉族,内地,1973-1-28,吉林,165CM,51KG,B型,水瓶座,吉林艺术学院表演系,演员,世纪星润影视传媒,张雅萌的新浪微博,《甄嬛传》《宫锁连城》《大汉情缘之云中歌》,搭档孙俪 搭档陈建斌 初恋张晓龙,https://image.ijq.tv/201504/18/11-53-14-61-10.jpg,images/11-53-14-61-10.jpg,张雅萌,https://www.ijq.tv/mingxing/1871.html,https://image.ijq.tv/201504/18/11-53-14-61-10.jpg
伍咏薇,Christine Ng,伍姑娘,汉族,内地,1969-2-24,中国香港,,49KG,A型,双鱼座,,演员,,,《金枝欲孽2》,,https://image.ijq.tv/201504/18/11-35-34-63-14.png,images/11-35-34-63-14.png,伍咏薇,https://www.ijq.tv/mingxing/1868.html,https://image.ijq.tv/201504/18/11-35-34-63-14.png
宁露,Flora,"梦中女神,玉女掌门,花仙子",,内地,1988-1-6,新疆,,48KG,B型,魔羯座,中央戏剧学院|美国南加州大学,"演员,歌手",华谊兄弟传媒集团,宁露的新浪微博,《大秦帝国之崛起》《严冬里的春天》《夫妻那些事》,宁静,https://image.ijq.tv/201504/18/11-38-37-25-8.jpg,images/11-38-37-25-8.jpg,宁露,https://www.ijq.tv/mingxing/1869.html,https://image.ijq.tv/201504/18/11-38-37-25-8.jpg
郭晓东,Guo Xiaodong,郭晓冬,汉族,内地,1974-12-18,山东省临沂市莒南县,178CM,69KG,O型,射手座,北京电影学院,演员,,郭晓东的新浪微博,《天下无诈》《云巅之上》,程莉莎 蒋雯丽,https://image.ijq.tv/201610/20/13-36-04-17-26.jpg,images/13-36-04-17-26.jpg,郭晓东,https://www.ijq.tv/mingxing/1865.html,https://image.ijq.tv/201610/20/13-36-04-17-26.jpg
