中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
爱戴,Edell,张嘉佩,汉族,内地,1978-8-6,四川,168CM,46KG,O型,狮子座,,"演员,歌手",爱联社国际文化发展有限公司,爱戴的新浪微博,《彩云追月》《初次与你相遇》《斗爱》《SoulLady》,黄小蕾 谭维维 张靓颖 王鸿,https://image.ijq.tv/201812/20/16-35-38-47-43.jpg,images/16-35-38-47-43.jpg,爱戴,https://www.ijq.tv/mingxing/15452912335652.html,https://image.ijq.tv/201812/20/16-35-38-47-43.jpg
马希尔,,,汉族,内地,1998-4-23,,168CM,45KG,A型,金牛座,河北金融学院,歌手,,马希尔的新浪微博,《演员的品格》,张嘉希,https://image.ijq.tv/201812/20/11-34-17-10-26.jpg,images/11-34-17-10-26.jpg,马希尔,https://www.ijq.tv/mingxing/15452764935651.html,https://image.ijq.tv/201812/20/11-34-17-10-26.jpg
郑繁星,,,汉族,内地,1998-9-5,,178CM,65KG,B型,处女座,,演员,黑金经纪,郑繁星的新浪微博,《陈情令》,王一博,https://image.ijq.tv/201812/20/11-29-07-54-26.jpg,images/11-29-07-54-26.jpg,郑繁星,https://www.ijq.tv/mingxing/15452764595650.html,https://image.ijq.tv/201812/20/11-29-07-54-26.jpg
余姿昀,Penny,"姿昀,PK王",汉族,内地,1993-3-20,台湾省台北市,161CM,48KG,A型,双鱼座,台湾大学会计系,歌手,,余姿昀的新浪微博,《至少不曾辜负遇见》《沉睡的理想》《陪我数星星》《本公主不要》,汪睿 李雨 周蕙 金雯昕,https://image.ijq.tv/201812/19/16-57-03-74-43.jpg,images/16-57-03-74-43.jpg,余姿昀,https://www.ijq.tv/mingxing/15452081855648.html,https://image.ijq.tv/201812/19/16-57-03-74-43.jpg
王子唯,,,汉族,内地,1996-11-2,吉林省吉林市,163CM,43KG,AB型,天蝎座,上海戏剧学院,演员,,王子唯的新浪微博,《山海经破蛊师》《沙是彼岸》《热血书院》,,https://image.ijq.tv/201812/19/11-32-31-49-10.jpg,images/11-32-31-49-10.jpg,王子唯,https://www.ijq.tv/mingxing/15451903425647.html,https://image.ijq.tv/201812/19/11-32-31-49-10.jpg
泮家豪,,,汉族,内地,1999-3-4,浙江杭州,180CM,65KG,AB型,白羊座,浙江科技大学,"模特,网红",,泮家豪的新浪微博,,吴泽林,https://image.ijq.tv/201812/19/10-48-11-38-26.jpg,images/10-48-11-38-26.jpg,泮家豪,https://www.ijq.tv/mingxing/15451873625646.html,https://image.ijq.tv/201812/19/10-48-11-38-26.jpg
熊奥博,,,汉族,内地,1995-1-18,,180CM,65KG,AB型,魔羯座,,歌手,papitube,熊奥博的新浪微博,《演员的品格》,叶河林,https://image.ijq.tv/201812/19/10-38-55-46-26.jpg,images/10-38-55-46-26.jpg,熊奥博,https://www.ijq.tv/mingxing/15451870795645.html,https://image.ijq.tv/201812/19/10-38-55-46-26.jpg
赵粤,Akira,"粤宝,会长,赵奥,赵广东,红红,广东仔",汉族,内地,1995-4-29,湖北武汉,167CM,47KG,AB型,金牛座,武汉市艺术学校 北京百汇演艺学校,"演员,歌手",上海丝芭文化传媒集团有限公司,赵粤的新浪微博,《爱的加速器 》《梦想岛 》《GirlCrush》《7SENSES》《Don'ttouch 》《公主披风》《FireTouch》《Monster 》《森林法则》,,https://image.ijq.tv/201812/19/16-22-28-99-40.jpg,images/16-22-28-99-40.jpg,赵粤,https://www.ijq.tv/mingxing/15451826485649.html,https://image.ijq.tv/201812/19/16-22-28-99-40.jpg
李权哲,,小仓鼠,汉族,内地,2001-1-22,辽宁省,180CM,63KG,A型,水瓶座,,歌手,乐华娱乐,李权哲的新浪微博,《THEFIRST》《WaitAMinute》《ForYou》,朱正廷 范丞丞 丁泽仁 黄新淳,https://image.ijq.tv/201812/19/09-06-12-52-43.jpg,images/09-06-12-52-43.jpg,李权哲,https://www.ijq.tv/mingxing/15451277155644.html,https://image.ijq.tv/201812/19/09-06-12-52-43.jpg
黄新淳,,小黄人,汉族,内地,1998-5-14,黑龙江省,172CM,60KG,A型,,黑龙江外国语学院,歌手,乐华娱乐,黄新淳的新浪微博,《THEFIRST》《WaitAMinute》《ForYou》《在一起》,朱正廷 范丞丞 黄明昊 毕雯珺,https://image.ijq.tv/201812/18/16-18-12-47-43.jpg,images/16-18-12-47-43.jpg,黄新淳,https://www.ijq.tv/mingxing/15451207025643.html,https://image.ijq.tv/201812/18/16-18-12-47-43.jpg
许茹芸,Valen Hsu,"许宏琇,芸妹妹,琇绣",汉族,内地,1974-9-20,台湾省台北市,158CM,43KG,A型,处女座,国光艺校音乐科,"演员,歌手",宇乐乐文化传媒,许茹芸的新浪微博,《如果云知道》《你是最爱》《泪海》《独角戏》《日光机场》《我依然爱你》《美梦成真》,,https://image.ijq.tv/201812/18/11-27-16-58-10.jpg,images/11-27-16-58-10.jpg,许茹芸,https://www.ijq.tv/mingxing/15451036275642.html,https://image.ijq.tv/201812/18/11-27-16-58-10.jpg
朱旻昕,,,汉族,内地,1996-03-21,,180CM,65KG,B型,双鱼座,,歌手,火山风暴影视公司,朱旻昕的新浪微博,《演员的品格》,陆羽,https://image.ijq.tv/201812/18/10-03-48-41-26.jpg,images/10-03-48-41-26.jpg,朱旻昕,https://www.ijq.tv/mingxing/15450985465641.html,https://image.ijq.tv/201812/18/10-03-48-41-26.jpg
陈叶玲,,,汉族,内地,1997-10-6,合肥,168CM,45KG,A型,天秤座,,演员,,陈叶玲的新浪微博,《平湖往事》,,https://image.ijq.tv/201812/18/09-56-05-88-26.jpg,images/09-56-05-88-26.jpg,陈叶玲,https://www.ijq.tv/mingxing/15450980995640.html,https://image.ijq.tv/201812/18/09-56-05-88-26.jpg
柯达,,,汉族,内地,1989-11-24,徐州,176CM,75KG,A型,射手座,浙江传媒学院,演员,北京万合天宜影视文化有限公司,柯达的新浪微博,《报告老板！》《万万没想到》《奇妙的东方》《高科技少女喵》,老湿 小爱 张本煜 刘循子墨,https://image.ijq.tv/201812/17/14-00-44-77-43.jpg,images/14-00-44-77-43.jpg,柯达,https://www.ijq.tv/mingxing/15450263735638.html,https://image.ijq.tv/201812/17/14-00-44-77-43.jpg
李欣泽,,,汉族,内地,1990-07-06,山西临汾,180CM,68KG,O型,巨蟹座,华东大学（影视表演）本科,"演员,歌手",,李欣泽的新浪微博,《王的男妃》《御天神帝》,,https://image.ijq.tv/201812/17/11-32-34-26-10.jpg,images/11-32-34-26-10.jpg,李欣泽,https://www.ijq.tv/mingxing/15450175205637.html,https://image.ijq.tv/201812/17/11-32-34-26-10.jpg
青钰雯,Qing YuWen,鱼丸,汉族,内地,1-18,四川省南充,167CM,45KG,B型,双子座,,歌手,北京丝芭文化传媒有限公司,青钰雯的新浪微博,《十全九美之真爱无双[》,黄恩茹,https://image.ijq.tv/201812/17/10-54-43-38-26.jpg,images/10-54-43-38-26.jpg,青钰雯,https://www.ijq.tv/mingxing/15450150265635.html,https://image.ijq.tv/201812/17/10-54-43-38-26.jpg
黄恩茹,,ruru,汉族,内地,1997-5-5,浙江温州,165CM,45KG,B型,金牛座,中国传媒大学,"演员,歌手",北京丝芭文化传媒有限公司<sup class=,黄恩茹的新浪微博,《木偶》,青钰雯,https://image.ijq.tv/201812/17/10-47-57-35-26.jpg,images/10-47-57-35-26.jpg,黄恩茹,https://www.ijq.tv/mingxing/15450147985636.html,https://image.ijq.tv/201812/17/10-47-57-35-26.jpg
范雨彤,Lucky,,汉族,内地,1995-9-1,上海市崇明区绿华镇<sup class=,167CM,45KG,,处女座,上海戏剧学院附属戏曲学校,演员,,范雨彤的新浪微博,《兵道迷城》《医馆笑传2》《糊涂县令郑板桥》《勇者》《只为找到你》,,https://image.ijq.tv/201812/15/12-53-19-80-10.jpg,images/12-53-19-80-10.jpg,范雨彤,https://www.ijq.tv/mingxing/15448495785633.html,https://image.ijq.tv/201812/15/12-53-19-80-10.jpg
汪聪,Wang Cong,"聪哥,聪姐,聪聪",汉族,内地,1984-05-08,北京,170CM,45KG,A型,金牛座,北京工业大学（2002级）国际贸易专业,"演员,主持人",,汪聪的新浪微博,《优酷全娱乐》《咱们相爱吧》《2017快乐男声》《蜜食记》,刘语熙 叶青 冯薪朵 戚蓝尹,https://image.ijq.tv/201812/15/14-14-44-54-43.jpg,images/14-14-44-54-43.jpg,汪聪,https://www.ijq.tv/mingxing/15448485315632.html,https://image.ijq.tv/201812/15/14-14-44-54-43.jpg
苑子文,,"苑大萌,呆呆,双胞胎哥哥",汉族,内地,1993-8-2,河北省廊坊市,180CM,64KG,O型,狮子座,北京大学社会学系,演员,,苑子文的新浪微博,《愿我的世界总有你二分之一》《我们都一样，年轻又彷徨》《穿越人海拥抱你》,苑子豪,https://image.ijq.tv/201812/15/10-39-51-32-10.jpg,images/10-39-51-32-10.jpg,苑子文,https://www.ijq.tv/mingxing/15448415755631.html,https://image.ijq.tv/201812/15/10-39-51-32-10.jpg
