中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
陈炳强,,小强,汉族,内地,1990-7-27,广东省揭阳市惠来县,175CM,60KG,O型,狮子座,惠来县华侨中学,演员,,陈炳强的新浪微博,《西游·降魔篇》《九州海上牧云记》,周星驰,https://image.ijq.tv/201710/23/14-24-21-94-10.jpg,images/14-24-21-94-10.jpg,陈炳强,https://www.ijq.tv/mingxing/15087398534799.html,https://image.ijq.tv/201710/23/14-24-21-94-10.jpg
钟恩淇,,,汉族,内地,1990-7-17,江西安远县,163CM,44KG,AB型,巨蟹座,南昌大学,"演员,歌手",,钟恩淇的新浪微博,《快乐女声》《一站到底》《我爱记歌词》,汪涵,https://image.ijq.tv/201710/23/10-32-14-78-26.jpg,images/10-32-14-78-26.jpg,钟恩淇,https://www.ijq.tv/mingxing/15087258574798.html,https://image.ijq.tv/201710/23/10-32-14-78-26.jpg
邵如一,,,汉族,内地,1994-1-1,北京,182CM,60KG,A型,白羊座,北京电影学院,演员,大美星空,邵如一的新浪微博,《秋收起义》,赵韩樱子,https://image.ijq.tv/201710/21/16-04-07-93-19.jpg,images/16-04-07-93-19.jpg,邵如一,https://www.ijq.tv/mingxing/15085730334797.html,https://image.ijq.tv/201710/21/16-04-07-93-19.jpg
庄达菲,Sabrina|Kimberley,"庄豆豆,小鱼,欠欠",汉族,内地,2001-2-28,沈阳,161CM,46KG,AB型,水瓶座,清华大学附属中学,"演员,歌手",中视华艺(北京)影视,庄达菲的新浪微博,《留住》《能量光站》,搭档李兰迪,https://www.ijq.tv/file/upload/202011/29/14-32-38-83-1.png,images/14-32-38-83-1.png,庄达菲,https://www.ijq.tv/mingxing/15085673474796.html,https://www.ijq.tv/file/upload/202011/29/14-32-38-83-1.png
隋柯名,,,汉族,内地,1994-4-22,黑龙江省大庆,178CM,60KG,AB型,金牛座,,"演员,歌手",,隋柯名的新浪微博,《火王之破晓之战》,陈柏霖,https://image.ijq.tv/201710/21/10-30-31-95-26.jpg,images/10-30-31-95-26.jpg,隋柯名,https://www.ijq.tv/mingxing/15085529244793.html,https://image.ijq.tv/201710/21/10-30-31-95-26.jpg
王俏霖,,"王蕊,王蕊蕊",汉族,内地,1992-11-13,北京市,167CM,48KG,AB型,天蝎座,北京电影学院,演员,,王俏霖的新浪微博,《爸爸快长大》《通天狄仁杰》《幸福如此简单》《谍·莲花》,吴优,https://image.ijq.tv/201710/21/10-27-37-76-26.jpg,images/10-27-37-76-26.jpg,王俏霖,https://www.ijq.tv/mingxing/15085528224795.html,https://image.ijq.tv/201710/21/10-27-37-76-26.jpg
徐可珑,,,汉族,内地,1992-7-12,北京朝阳区,164CM,45KG,O型,狮子座,北京电影学院,演员,拾捌文化|星河文化经纪有限公司,徐可珑的新浪微博,《青恋》,搭档郭京飞 搭档尤靖茹,https://image.ijq.tv/201710/21/10-17-47-17-10.jpg,images/10-17-47-17-10.jpg,徐可珑,https://www.ijq.tv/mingxing/15085522284794.html,https://image.ijq.tv/201710/21/10-17-47-17-10.jpg
边程,Bian cheng,,汉族,内地,2004-08-06,北京,,27KG,A型,狮子座,,演员,,边程的新浪微博,《香山奇缘》《晕头不转向》《爱情闯进门》《打狗棍魔币精灵》,,https://image.ijq.tv/201710/20/13-42-41-46-26.jpg,images/13-42-41-46-26.jpg,边程,https://www.ijq.tv/mingxing/15084778914792.html,https://image.ijq.tv/201710/20/13-42-41-46-26.jpg
吴亚桥,,"小妞,桥小桥",汉族,内地,12-10,湖南长沙,168CM,45KG,A型,射手座,中央戏剧学院,"演员,其他",北京润亚传媒股份有限公司,吴亚桥的新浪微博,《沈多多的二十岁》《珍宝》《民国往事》《剑侠情缘》《桔子街的断货男》,杨玏,https://image.ijq.tv/201710/20/11-54-25-95-19.jpg,images/11-54-25-95-19.jpg,吴亚桥,https://www.ijq.tv/mingxing/15084716504790.html,https://image.ijq.tv/201710/20/11-54-25-95-19.jpg
张熠,,Poppy,汉族,内地,7-6,上海长宁区,167CM,45KG,O型,巨蟹座,上海视觉艺术学院2013级表演系,演员,时代众乐影业,张熠的新浪微博,《整容液》《早安公主》,搭档侯梦瑶,https://image.ijq.tv/201710/20/11-48-14-47-10.jpg,images/11-48-14-47-10.jpg,张熠,https://www.ijq.tv/mingxing/15084712364791.html,https://image.ijq.tv/201710/20/11-48-14-47-10.jpg
恩美,Anne Winterson,,,内地,,台湾,169CM,45KG,AB型,处女座,美国爱荷华大学,演员,,恩美的新浪微博,《恋爱先生 》《极速青春 》《海上嫁女记》,徐璐,https://image.ijq.tv/201710/20/11-30-53-43-26.jpg,images/11-30-53-43-26.jpg,恩美,https://www.ijq.tv/mingxing/15084690534789.html,https://image.ijq.tv/201710/20/11-30-53-43-26.jpg
常曦元,,,汉族,内地,1998-1-7,山东,168CM,45KG,A型,白羊座,北京电影学院,演员,,常曦元的新浪微博,《宣武门》《灵魂交易》《桔子街的断货男》,王耀庆,https://image.ijq.tv/201710/20/11-10-16-10-19.jpg,images/11-10-16-10-19.jpg,常曦元,https://www.ijq.tv/mingxing/15084689984788.html,https://image.ijq.tv/201710/20/11-10-16-10-19.jpg
孟子叶,Leave,,汉族,内地,6-12,山东省淄博市,168CM,45KG,AB型,双子座,北京电影学院,演员,天津嘉会娱乐经纪有限公司<sup>[1]</sup>,孟子叶的新浪微博,《极速青春》,徐璐,https://image.ijq.tv/201710/20/10-32-58-88-26.jpg,images/10-32-58-88-26.jpg,孟子叶,https://www.ijq.tv/mingxing/15084663474787.html,https://image.ijq.tv/201710/20/10-32-58-88-26.jpg
血纯茗雅,Mia,,汉族,内地,2-8,北京,164CM,42KG,A型,白羊座,,演员,,血纯茗雅的新浪微博,《光与信仰》《拜见宫主大人》,关智斌,https://image.ijq.tv/201710/19/14-42-31-99-19.jpg,images/14-42-31-99-19.jpg,血纯茗雅,https://www.ijq.tv/mingxing/15083953304785.html,https://image.ijq.tv/201710/19/14-42-31-99-19.jpg
王信然,RyanRex,"小贝,钰佩,然然,霍尔",汉族,内地,1985-11-22,河北石家庄,182CM,68KG,B型,天蝎座,北京电影学院研究生部导演方向,演员,北京美客互娱文化传播有限公司,王信然的新浪微博,《花木兰传奇》《学习中国语》《剑侠情缘之藏剑山庄》,搭档侯梦瑶,https://image.ijq.tv/201710/19/14-55-14-69-10.jpg,images/14-55-14-69-10.jpg,王信然,https://www.ijq.tv/mingxing/15083952664786.html,https://image.ijq.tv/201710/19/14-55-14-69-10.jpg
