中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
张东强,,,汉族,内地,,烟台,173CM,75KG,,,,演员,电影表演艺术学会,张东强的新浪微博,《周恩来在重庆》《五星红旗迎风飘扬》《人民总理周恩来》《中国刑警803》,唐国强 刘劲 卢奇,https://image.ijq.tv/201908/22/10-58-22-64-47.png,images/10-58-22-64-47.png,张东强,https://www.ijq.tv/mingxing/15664423366307.html,https://image.ijq.tv/201908/22/10-58-22-64-47.png
叶进,,,汉族,内地,3-31,,173CM,75KG,,白羊座,中国人民大学,演员,中国电影家协会,叶进的新浪微博,《人民的选择》《人民总理周恩来》《重庆谈判》,刘劲 唐国强 黄薇 卢奇 李幼斌 孙维民,https://image.ijq.tv/201908/22/10-26-02-14-47.png,images/10-26-02-14-47.png,叶进,https://www.ijq.tv/mingxing/15664404576306.html,https://image.ijq.tv/201908/22/10-26-02-14-47.png
赵力强,,,汉族,内地,1962-6,北京,,,,,陕西省委党校,"演员,其他",,,《人民总理周恩来》《换了人间》《五星红旗迎风飘扬》《海棠依旧》,刘劲 唐国强 黄薇 卢奇,https://image.ijq.tv/201908/22/09-41-58-21-47.png,images/09-41-58-21-47.png,赵力强,https://www.ijq.tv/mingxing/15664380416305.html,https://image.ijq.tv/201908/22/09-41-58-21-47.png
谷伟,,,汉族,内地,,,,,,,上海戏剧学院,"演员,其他",,谷伟的新浪微博,《相伴永远》《伟大的朋友》《新四军》《外交风云》,孙维民 唐国强 卢奇 侯祥玲,https://image.ijq.tv/201908/21/17-40-54-49-47.png,images/17-40-54-49-47.png,谷伟,https://www.ijq.tv/mingxing/15663804156304.html,https://image.ijq.tv/201908/21/17-40-54-49-47.png
卢奇,,,汉族,内地,1953-8-21,四川省凉山州甘洛县,166CM,60KG,,狮子座,四川省人民艺术剧院,演员,四川省人民艺术剧院,,《百色起义》《开国大典》《邓小平》《外交风云》,温兆伦 宋春丽 孙维民 师小红,https://image.ijq.tv/201908/21/17-18-42-19-47.png,images/17-18-42-19-47.png,卢奇,https://www.ijq.tv/mingxing/15663782766303.html,https://image.ijq.tv/201908/21/17-18-42-19-47.png
孙维民,Sun Weimin,,汉族,内地,1955-7-14,大连市普兰店市,170CM,60KG,,巨蟹座,中央戏剧学院,演员,大连话剧团,,《末代皇帝传奇》《海棠依旧》《特赦1959》《外交风云》《古田军号》,唐国强 王伍福 卢奇 陈建斌,https://image.ijq.tv/201908/21/16-36-20-79-47.png,images/16-36-20-79-47.png,孙维民,https://www.ijq.tv/mingxing/15663765286302.html,https://image.ijq.tv/201908/21/16-36-20-79-47.png
袁帅,,,汉族,内地,1992-8-3,,178CM,60KG,,狮子座,北京电影学院,演员,,袁帅的新浪微博,《圣地可可西里》《加油吧，思思》,王成思 李海银 杜晓宇,https://image.ijq.tv/201908/21/16-15-07-17-47.png,images/16-15-07-17-47.png,袁帅,https://www.ijq.tv/mingxing/15663752066301.html,https://image.ijq.tv/201908/21/16-15-07-17-47.png
杜晓宇,,前夫哥,汉族,内地,1979-10-22,,180CM,80KG,A型,天蝎座,解放军艺术学院表演专业,演员,北京开心麻花娱乐文化传媒股份有限公司,杜晓宇的新浪微博,《开心边角料》《加油吧，思思》《一念天堂》,沈腾 马丽 王成思 李海银,https://image.ijq.tv/201908/21/15-51-08-17-47.png,images/15-51-08-17-47.png,杜晓宇,https://www.ijq.tv/mingxing/15663738356300.html,https://image.ijq.tv/201908/21/15-51-08-17-47.png
贾金金,,"贾蕊,金金",汉族,内地,7-12,辽阳,167CM,50KG,,巨蟹座,北京舞蹈学院音乐剧系04级本科,演员,开心麻花演员,贾金金的新浪微博,《夏洛特烦恼》《羞羞的铁拳》《兄弟，得罪了》《一路货色》,沈腾 马丽 艾伦 王成思,https://image.ijq.tv/201908/21/15-25-53-55-47.png,images/15-25-53-55-47.png,贾金金,https://www.ijq.tv/mingxing/15663723036299.html,https://image.ijq.tv/201908/21/15-25-53-55-47.png
李海银,,,汉族,内地,1988-7-21,,170CM,50KG,,狮子座,河北传媒艺术学院,演员,开心麻花演员,李海银的新浪微博,《羞羞的铁拳》《加油吧，思思》,沈腾 马丽 艾伦 王成思,https://image.ijq.tv/201908/21/15-04-01-76-47.png,images/15-04-01-76-47.png,李海银,https://www.ijq.tv/mingxing/15663709956298.html,https://image.ijq.tv/201908/21/15-04-01-76-47.png
王成思,Chengsi Wang,,汉族,内地,10-10,山西,182CM,80KG,,天秤座,北京电影学院,演员,开心麻花舞台剧,王成思的新浪微博,《西虹市首富》《唐人街探案2》《无疯也起浪》《羞羞的铁拳》《夏洛特烦恼》,沈腾 常远 艾伦,https://image.ijq.tv/201908/21/14-37-31-90-47.png,images/14-37-31-90-47.png,王成思,https://www.ijq.tv/mingxing/15663694216297.html,https://image.ijq.tv/201908/21/14-37-31-90-47.png
曹克难,,克难,汉族,内地,7-22,北京,180CM,74KG,O型,巨蟹座,上海戏剧学院表演系,演员,金色十月,曹克难的新浪微博,《反恐特战队》《特赦1959》《雪白血红》《秘密的背后》,高一玮 赵恒煊 肖荣生 张铎 奚望,https://image.ijq.tv/201908/21/11-45-42-17-47.png,images/11-45-42-17-47.png,曹克难,https://www.ijq.tv/mingxing/15663591196296.html,https://image.ijq.tv/201908/21/11-45-42-17-47.png
公磊,,,汉族,内地,11-27,青岛,185CM,62KG,,射手座,中央戏剧学院01级表演戏专业,演员,北京拾捌文化经纪有限公司,公磊的新浪微博,《我的绝密生涯》《破冰行动》《金水桥边》《长安十二时辰》,黄志忠 左小青 吴刚 柯蓝 王劲松,https://image.ijq.tv/201908/21/11-15-53-50-47.png,images/11-15-53-50-47.png,公磊,https://www.ijq.tv/mingxing/15663573266295.html,https://image.ijq.tv/201908/21/11-15-53-50-47.png
师子寻,,,汉族,内地,1999-9-10,,185CM,65KG,,处女座,,"演员,歌手",浙江东阳中广影视文化,师子寻的新浪微博,《绝品透视之天破珠》《别碰我心底的小柔软》,易恒 辛瑞琪 倪言 蔡宜达 刘洛汐,https://image.ijq.tv/201908/21/10-40-41-40-47.png,images/10-40-41-40-47.png,师子寻,https://www.ijq.tv/mingxing/15663551946294.html,https://image.ijq.tv/201908/21/10-40-41-40-47.png
易恒,,,汉族,内地,1999-9-11,常德,188CM,63KG,,处女座,湖南涉外经济学院艺术设计系,演员,青春你好,易恒的新浪微博,《别碰我心底的小柔软》《那抹属于我的星光》《嘀!男友卡》,徐海乔 孟子义,https://image.ijq.tv/201908/21/10-22-16-70-47.png,images/10-22-16-70-47.png,易恒,https://www.ijq.tv/mingxing/15663540976293.html,https://image.ijq.tv/201908/21/10-22-16-70-47.png
张皓茗,Smith,"铭铭,小明同学",汉族,内地,11-12,沈阳,180CM,60KG,B型,天蝎座,沈阳音乐学院|北京电影学院,演员,,张皓茗的新浪微博,《冠军的心》《阿修罗》《谁的青春不叛逆》《加油，你是最棒的》《大夏宝藏》,于朦胧 毛晓彤 梁大维,https://image.ijq.tv/201908/21/10-01-08-57-47.png,images/10-01-08-57-47.png,张皓茗,https://www.ijq.tv/mingxing/15663527926292.html,https://image.ijq.tv/201908/21/10-01-08-57-47.png
