中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,代表作,相关明星,image_url,image_path,name,page_url,avatar_url,微博
金世佳,Kingscar,,汉族,内地,1986-11-10,中国上海,186CM,77KG,O型,天蝎座,上海戏剧学院,演员,于正工作室,《爱情公寓》《神犬小七》,陈赫,https://image.ijq.tv/201607/15/17-01-52-34-10.jpg,images/17-01-52-34-10.jpg,金世佳,https://www.ijq.tv/mingxing/195.html,https://image.ijq.tv/201607/15/17-01-52-34-10.jpg,
陆毅,lu yi,,汉族,内地,1976-1-6,上海市黄浦区,182CM,60KG,AB型,,上海戏剧学院95级表演系,演员,北京拾捌文化经纪有限公司,《男才女貌》《胭脂》《盲约》《人民的名义》,鲍蕾 袁珊珊,https://image.ijq.tv/201501/24/13-40-03-92-8.jpg,images/13-40-03-92-8.jpg,陆毅,https://www.ijq.tv/mingxing/196.html,https://image.ijq.tv/201501/24/13-40-03-92-8.jpg,陆毅的新浪微博
陈晓,,晓晓,汉族,内地,1987-7-5,安徽合肥,180CM,70KG,A型,巨蟹座,中央戏剧学院表演系本科班,演员,于正工作室,《神雕侠侣》《云巅之上》《陆贞传奇》《笑傲江湖》《那年花开月正圆》,赵丽颖 陈妍希,https://image.ijq.tv/201503/23/13-15-14-83-14.jpg,images/13-15-14-83-14.jpg,陈晓,https://www.ijq.tv/mingxing/191.html,https://image.ijq.tv/201503/23/13-15-14-83-14.jpg,
蒋劲夫,Jiang Jinfu,"夫仔,飘哥,仇妹",汉族,内地,1991-9-2,湖南长沙,182CM,65KG,O型,处女座,上海戏剧学院,演员,上海唐人电影制作有限公司,《轩辕剑之天之痕》《一又二分之一的夏天》《青丘狐传说》,胡歌 刘诗诗,https://image.ijq.tv/201911/27/14-44-30-60-46.jpg,images/14-44-30-60-46.jpg,蒋劲夫,https://www.ijq.tv/mingxing/188.html,https://image.ijq.tv/201911/27/14-44-30-60-46.jpg,
小沈阳,Shen He,沈鹤,汉族,内地,1981-05-07,辽宁省铁岭市开原市,178CM,65KG,AB型,金牛座,吉林林越艺术团,"演员,歌手",本山传媒,《不差钱》《捐助》《同桌的你》,沈春阳 赵本山,https://image.ijq.tv/201408/06/14-31-49-73-14.jpg,images/14-31-49-73-14.jpg,小沈阳,https://www.ijq.tv/mingxing/187.html,https://image.ijq.tv/201408/06/14-31-49-73-14.jpg,小沈阳的新浪微博
陈楚生,,"里里,楚公子,小弟",汉族,内地,1981-7-25,海南三亚,176CM,60KG,O型,狮子座,,"歌手,填词人",华谊兄弟,《有没有人告诉你》《我知道你离我不远》《山楂花》《经过》,何洁,https://image.ijq.tv/201408/06/11-07-17-21-10.jpg,images/11-07-17-21-10.jpg,陈楚生,https://www.ijq.tv/mingxing/185.html,https://image.ijq.tv/201408/06/11-07-17-21-10.jpg,陈楚生的新浪微博
蒋欣,Rulu,"蒋小猪,老爷,欣欣",回族,内地,1983-5-08,新疆乌鲁木齐,172CM,55KG,A型,金牛座,河南省艺术学校,演员,海华阳光文化传媒,《后宫甄嬛传》《花千骨》《新闺蜜时代》,叶祖新 袁弘 孙俪,https://image.ijq.tv/201503/17/10-11-44-87-14.jpg,images/10-11-44-87-14.jpg,蒋欣,https://www.ijq.tv/mingxing/184.html,https://image.ijq.tv/201503/17/10-11-44-87-14.jpg,蒋欣的新浪微博
叶祖新,zuxinYe,"叶新,二叔",汉族,内地,1984-7-8,浙江衢州,179CM,60KG,B型,巨蟹座,中北英皇演艺专修学校,演员,北京稻草熊影视文化有限公司,《步步惊心》《活佛济公2》《新白发魔女传》《隋唐英雄3》《一粒红尘》,吴奇隆 蒋欣,https://image.ijq.tv/201503/04/13-36-57-88-14.jpg,images/13-36-57-88-14.jpg,叶祖新,https://www.ijq.tv/mingxing/183.html,https://image.ijq.tv/201503/04/13-36-57-88-14.jpg,叶祖新的新浪微博
马苏,SuMa,,汉族,内地,1981-2-17,黑龙江哈尔滨,165CM,46KG,B型,水瓶座,北京电影学院,演员,华谊兄弟传媒集团,《大唐歌飞》《夏日里的春天》《北京青年》《新白发魔女传》,吴奇隆,https://image.ijq.tv/201408/04/13-52-42-72-10.jpg,images/13-52-42-72-10.jpg,马苏,https://www.ijq.tv/mingxing/182.html,https://image.ijq.tv/201408/04/13-52-42-72-10.jpg,
韩栋,Han Dong,"栋哥,九爷,多多",汉族,内地,1980-11-11,杭州,180CM,68KG,A型,天蝎座,中南大学土木工程专业,演员,华策影视,《美人无泪》《南京爱情故事》《碧血书香梦》《鹿鼎记》,,https://image.ijq.tv/201503/14/21-58-45-45-1.jpg,images/21-58-45-45-1.jpg,韩栋,https://www.ijq.tv/mingxing/181.html,https://image.ijq.tv/201503/14/21-58-45-45-1.jpg,
刘晓庆,,,汉族,内地,1955-10-30,重庆涪陵,160CM,49KG,A型,天蝎座,四川音乐学院,演员,东盛时代国际传媒有限公司,《芙蓉镇》,姜文,https://image.ijq.tv/201408/02/17-08-14-42-14.jpg,images/17-08-14-42-14.jpg,刘晓庆,https://www.ijq.tv/mingxing/180.html,https://image.ijq.tv/201408/02/17-08-14-42-14.jpg,
毛林林,Nikita,毛林颖,汉族,内地,1986-10-8,浙江温州,165CM,50KG,AB型,天秤座,中北英皇演艺专修学校,演员,星之国际娱乐有限公司,《妻子的救赎》《兰陵王》《小白菜奇案》《守住你的秘密》,冯绍峰 陈晓东,https://image.ijq.tv/201503/14/11-47-12-66-12.jpg,images/11-47-12-66-12.jpg,毛林林,https://www.ijq.tv/mingxing/177.html,https://image.ijq.tv/201503/14/11-47-12-66-12.jpg,毛林林的新浪微博
谢娜,Nana,"娜娜,娜姐",汉族,内地,1981-05-06,四川省德阳市中江县,168CM,46KG,A型,金牛座,四川师范大学电影电视学院表演系,"演员,歌手,主持人",,《菠萝菠萝蜜》《娜写年华》,张杰 刘烨 沈凌 何炅,https://image.ijq.tv/201707/03/17-55-42-51-19.png,images/17-55-42-51-19.png,谢娜,https://www.ijq.tv/mingxing/174.html,https://image.ijq.tv/201707/03/17-55-42-51-19.png,谢娜的新浪微博
刘烨,Liu Ye,"烨子,小烨,白菜,少爷,大红马",汉族,内地,1978-3-23,长春市,186CM,78KG,B型,双鱼座,中央戏剧学院,演员,北京星美千易文化经纪有限公司,《迷香》《蓝宇》《美人草》《血色浪漫》,谢娜 董洁,https://image.ijq.tv/201705/16/17-27-38-92-19.png,images/17-27-38-92-19.png,刘烨,https://www.ijq.tv/mingxing/173.html,https://image.ijq.tv/201705/16/17-27-38-92-19.png,刘烨的新浪微博
黄明,Huang Ming,黄宥明,汉族,内地,1986-4-15,湖北省咸宁市,178CM,65KG,O型,白羊座,北京电影学院,演员,,《未经安排的青春》《煮妇神探》《金玉良缘》《杉杉来了》《致青春》,,https://image.ijq.tv/201501/20/14-01-54-97-10.jpg,images/14-01-54-97-10.jpg,黄明,https://www.ijq.tv/mingxing/171.html,https://image.ijq.tv/201501/20/14-01-54-97-10.jpg,
魏晨,Vision Wei|Wei Chen,晨晨,汉族,内地,1986-2-22,甘肃兰州,183CM,70KG,O型,双鱼座,四川音乐学院流行歌舞系,"演员,歌手",天娱传媒,《千方百计》《破晓》《VSPACE》《登封造极》,张翰 郑爽,https://image.ijq.tv/201905/29/16-22-00-91-49.jpg,images/16-22-00-91-49.jpg,魏晨,https://www.ijq.tv/mingxing/170.html,https://image.ijq.tv/201905/29/16-22-00-91-49.jpg,
董洁,Angel,,汉族,内地,1980-4-19,辽宁省大连市,162CM,45KG,O型,白羊座,中国人民解放军艺术学院,演员,,《幸福一家人》《南京爱情故事》《金粉世家》《天若有情》,潘粤明 邓超,https://image.ijq.tv/201610/29/11-40-11-22-26.jpg,images/11-40-11-22-26.jpg,董洁,https://www.ijq.tv/mingxing/168.html,https://image.ijq.tv/201610/29/11-40-11-22-26.jpg,董洁的新浪微博
巩俐,Gong Li,"巩皇,女王",汉族,内地,1965-12-31,辽宁沈阳,168CM,56KG,A型,魔羯座,中央戏剧学院,演员,,《红高粱》《菊豆》《秋菊打官司》《霸王别姬》《大红灯笼高高》,张艺谋 陈道明 李德华,https://image.ijq.tv/201407/30/14-09-07-20-14.jpg,images/14-09-07-20-14.jpg,巩俐,https://www.ijq.tv/mingxing/166.html,https://image.ijq.tv/201407/30/14-09-07-20-14.jpg,
