中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,代表作,相关明星,image_url,image_path,name,page_url,avatar_url,微博
黄思涵,,,汉族,内地,6-7,北京,166CM,45KG,A型,巨蟹座,北京电影学院,演员,,《独步天下》,唐艺昕,https://image.ijq.tv/201710/17/10-44-29-79-19.jpg,images/10-44-29-79-19.jpg,黄思涵,https://www.ijq.tv/mingxing/15082082544773.html,https://image.ijq.tv/201710/17/10-44-29-79-19.jpg,黄思涵的新浪微博
夏楠,,,汉族,内地,1996-4-29,浙江,167CM,45KG,,双子座,上海戏剧学院,演员,,《独步天下》《如懿传》《寻秦记》,唐艺昕,https://image.ijq.tv/201710/17/09-46-47-36-19.jpg,images/09-46-47-36-19.jpg,夏楠,https://www.ijq.tv/mingxing/15082047924771.html,https://image.ijq.tv/201710/17/09-46-47-36-19.jpg,夏楠的新浪微博
汪诺乔,,汪碧清,汉族,内地,4-25,北京,167CM,45KG,AB型,双子座,北京现代音乐研修学院,演员,,《路从今夜白》,安悦溪,https://image.ijq.tv/201710/17/09-45-25-81-26.jpg,images/09-45-25-81-26.jpg,汪诺乔,https://www.ijq.tv/mingxing/15082046824772.html,https://image.ijq.tv/201710/17/09-45-25-81-26.jpg,汪诺乔的新浪微博
张琛,,,汉族,内地,1999-11-27,北京,180CM,60KG,O型,魔羯座,中央戏剧学院（在读）,演员,,《毛岸英》《少年闵子骞》《少共国际师》《战火中的花蕾》,搭档于震 搭档张嘉译,https://image.ijq.tv/201710/16/15-28-36-31-10.jpg,images/15-28-36-31-10.jpg,张琛,https://www.ijq.tv/mingxing/15081385844770.html,https://image.ijq.tv/201710/16/15-28-36-31-10.jpg,张琛的新浪微博
王渊慧,,,汉族,内地,1994-7-14,北京,168CM,45KG,A型,巨蟹座,北京电影学院,演员,风火石文化经纪（北京）有限公司,《独步天下》,黄磊,https://image.ijq.tv/201710/16/14-45-34-81-19.jpg,images/14-45-34-81-19.jpg,王渊慧,https://www.ijq.tv/mingxing/15081362544769.html,https://image.ijq.tv/201710/16/14-45-34-81-19.jpg,王渊慧的新浪微博
戴菲,,,汉族,内地,11-22,江苏苏州,166CM,45KG,AB型,天蝎座,南京艺术学院,演员,,《画江湖之不良人》,郑业成,https://image.ijq.tv/201710/16/14-24-31-14-26.jpg,images/14-24-31-14-26.jpg,戴菲,https://www.ijq.tv/mingxing/15081349564768.html,https://image.ijq.tv/201710/16/14-24-31-14-26.jpg,戴菲的新浪微博
陈锦瑶,,,汉族,内地,,杭州|,166CM,45KG,A型,魔羯座,北京电影学院,演员,,《独步天下》,唐艺昕,https://image.ijq.tv/201710/16/13-58-26-18-19.jpg,images/13-58-26-18-19.jpg,陈锦瑶,https://www.ijq.tv/mingxing/15081334944767.html,https://image.ijq.tv/201710/16/13-58-26-18-19.jpg,陈锦瑶的新浪微博
徐千京,,,汉族,内地,12-17,台湾·台北市,165CM,45KG,AB型,射手座,北京电影学院,演员,,《聊斋新编之画皮新娘》,邱赫南,https://image.ijq.tv/201710/16/10-45-04-61-26.jpg,images/10-45-04-61-26.jpg,徐千京,https://www.ijq.tv/mingxing/15081200994766.html,https://image.ijq.tv/201710/16/10-45-04-61-26.jpg,徐千京的新浪微博
钟凯,,"凯哥,老大,小凯",汉族,内地,1980-1-20,湖南株洲湖南省株洲市,188CM,65KG,B型,水瓶座,湖南化工职业技术学院,演员,,《紫宅》《中国刑警803》,张杰,https://image.ijq.tv/201710/16/10-15-12-31-19.jpg,images/10-15-12-31-19.jpg,钟凯,https://www.ijq.tv/mingxing/15081200854765.html,https://image.ijq.tv/201710/16/10-15-12-31-19.jpg,钟凯的新浪微博
伊丹爱莉,,,汉族,内地,1993-7-8,日本,168CM,45KG,A型,狮子座,,演员,北京亿奇娱乐影视文化有限公司,《器灵》《拜见宫主大人》,关智斌,https://image.ijq.tv/201710/14/18-17-10-63-19.jpg,images/18-17-10-63-19.jpg,伊丹爱莉,https://www.ijq.tv/mingxing/15079762084764.html,https://image.ijq.tv/201710/14/18-17-10-63-19.jpg,伊丹爱莉的新浪微博
高煜霏,,,汉族,内地,11-17,陕西西安,168CM,47KG,B型,天蝎座,中国人民解放军艺术学院,演员,拉萨工夫真言影业有限公司,《草样年华》,沈月,https://image.ijq.tv/201710/14/15-31-11-12-26.jpg,images/15-31-11-12-26.jpg,高煜霏,https://www.ijq.tv/mingxing/15079662344763.html,https://image.ijq.tv/201710/14/15-31-11-12-26.jpg,高煜霏的新浪微博
范津玮,jinwei Fan,,汉族,内地,1993-5-22,江苏连云港,177CM,65KG,O型,巨蟹座,解放军艺术学院,演员,内蒙古军区政治部文工团,《全职高手》《维和步兵营》《创业时代》,杨洋,https://image.ijq.tv/201710/14/09-19-00-13-10.jpg,images/09-19-00-13-10.jpg,范津玮,https://www.ijq.tv/mingxing/15079439294762.html,https://image.ijq.tv/201710/14/09-19-00-13-10.jpg,范津玮的新浪微博
张垚,,张小垚儿,汉族,内地,1997-10-8,北京,165CM,45KG,AB型,射手座,北京电影学院,演员,,《龙凤店传奇》,李菲儿,https://image.ijq.tv/201710/14/08-35-10-27-26.jpg,images/08-35-10-27-26.jpg,张垚,https://www.ijq.tv/mingxing/15079426574761.html,https://image.ijq.tv/201710/14/08-35-10-27-26.jpg,张垚的新浪微博
龚悦,Gavin,,汉族,内地,8-18,山东,185CM,75KG,AB型,狮子座,解放军外国语学院,演员,,《莽荒纪》《谢谢你的爱》《零号国境线》《护国大将军》《城市租客》,搭档刘恺威,https://image.ijq.tv/201710/13/14-45-49-27-10.jpg,images/14-45-49-27-10.jpg,龚悦,https://www.ijq.tv/mingxing/15078771014760.html,https://image.ijq.tv/201710/13/14-45-49-27-10.jpg,龚悦的新浪微博
伍宇辰柠,,,汉族,内地,1996-4-1,江苏南通,165CM,42KG,AB型,白羊座,北京电影学院,演员,,《小情书》《独孤皇后》,赵顺然,https://image.ijq.tv/201710/13/13-45-22-83-26.jpg,images/13-45-22-83-26.jpg,伍宇辰柠,https://www.ijq.tv/mingxing/15078665314759.html,https://image.ijq.tv/201710/13/13-45-22-83-26.jpg,伍宇辰柠的新浪微博
吴曼思,,,汉族,内地,1999-3-27,河南新乡,165CM,45KG,A型,金牛座,北京电影学院,演员,,《骨语》,张龄心 刘昊然,https://image.ijq.tv/201710/13/11-06-14-49-19.jpg,images/11-06-14-49-19.jpg,吴曼思,https://www.ijq.tv/mingxing/15078639354757.html,https://image.ijq.tv/201710/13/11-06-14-49-19.jpg,吴曼思的新浪微博
阿楠,,,蒙古族,内地,1984-11-13,内蒙古,180CM,68KG,,天蝎座,中央戏剧学院,演员,万臣工作室,《今夜天使降临》《酸甜苦辣小夫妻》《天使艾美丽》《桐柏英雄》,林永健,https://image.ijq.tv/201710/13/09-22-48-70-26.jpg,images/09-22-48-70-26.jpg,阿楠,https://www.ijq.tv/mingxing/15078577254756.html,https://image.ijq.tv/201710/13/09-22-48-70-26.jpg,阿楠的新浪微博
王歌,Wang Ge,,汉族,内地,1992-2-3,黑龙江省牡丹江市,170CM,53KG,A型,双鱼座,山东艺术学院,演员,北京天润传媒有限公司,《恋人谎言、左耳、家有儿女初长成。》,张一山,https://image.ijq.tv/201710/12/15-01-18-60-19.jpg,images/15-01-18-60-19.jpg,王歌,https://www.ijq.tv/mingxing/15077916414755.html,https://image.ijq.tv/201710/12/15-01-18-60-19.jpg,王歌的新浪微博
唐鑫,Koko,,汉族,内地,1994-3-8,江苏省南京市,168CM,46KG,A型,双鱼座,上海戏剧学院|柏林艺术大学,"演员,主持人",宝丽来国际娱乐有限公司,《兰陵王》《小时代之折纸时代》《铠甲勇士拿瓦》《辣妈正传》《恋人的谎言》,贾青,https://image.ijq.tv/201710/12/14-15-38-18-19.jpg,images/14-15-38-18-19.jpg,唐鑫,https://www.ijq.tv/mingxing/15077887964754.html,https://image.ijq.tv/201710/12/14-15-38-18-19.jpg,唐鑫的新浪微博
杨霖,James,杨太郎,汉族,内地,1993-12-2,浙江省杭州市,180CM,67KG,O型,射手座,中央戏剧学院表演系,演员,英皇娱乐,《整垮前男友》《贴身校花》《国士无双黄飞鸿》《旋风少女》《我的老师是传奇》《超级小郎中》,搭档张语格,https://image.ijq.tv/201710/12/10-58-27-94-10.jpg,images/10-58-27-94-10.jpg,杨霖,https://www.ijq.tv/mingxing/15077768864753.html,https://image.ijq.tv/201710/12/10-58-27-94-10.jpg,杨霖的新浪微博
