中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
张绍刚,,,汉族,内地,1972-11-9,内蒙古自治区包头市青山区,170CM,80KG,A型,天蝎座,中国传媒大学,主持人,张绍刚工作室,张绍刚的新浪微博,《吐槽大会》《没想到吧》,刘小光 马苏,https://image.ijq.tv/202002/06/17-42-10-15-1.png,images/17-42-10-15-1.png,张绍刚,https://www.ijq.tv/mingxing/15809806987424.html,https://image.ijq.tv/202002/06/17-42-10-15-1.png
倪萍,Ni Ping,刘萍,汉族,内地,1959-2-15,山东荣成,173CM,51KG,A型,水瓶座,山东艺术学院,"演员,电影人,主持人",,倪萍的新浪微博,《美丽的大脚》,尼格买提·热合曼,https://image.ijq.tv/202002/05/17-08-44-17-1.png,images/17-08-44-17-1.png,倪萍,https://www.ijq.tv/mingxing/15808935527423.html,https://image.ijq.tv/202002/05/17-08-44-17-1.png
尼格买提·热合曼,Ethan,小尼,维吾尔族,内地,1983-4-17,新疆维吾尔自治区乌鲁木齐市,178CM,80KG,A型,白羊座,中国传媒大学,主持人,,尼格买提·热合曼的新浪微博,《开心辞典》《全家总动员》《了不起的挑战》,撒贝宁 董卿,https://image.ijq.tv/202002/05/16-31-57-65-1.png,images/16-31-57-65-1.png,尼格买提·热合曼,https://www.ijq.tv/mingxing/15808913627422.html,https://image.ijq.tv/202002/05/16-31-57-65-1.png
晨妍,,,汉族,内地,1992-9-12,浙江杭州,170CM,48KG,B型,天秤座,,"模特,网红",,晨妍的新浪微博,,,https://image.ijq.tv/202002/04/16-09-44-89-1.png,images/16-09-44-89-1.png,晨妍,https://www.ijq.tv/mingxing/15808028317421.html,https://image.ijq.tv/202002/04/16-09-44-89-1.png
浪胃仙,,,汉族,内地,,云南,160CM,70KG,,,,网红,,浪胃仙的新浪微博,《抖音吃播》,李七柒,https://image.ijq.tv/202002/04/15-37-02-60-1.png,images/15-37-02-60-1.png,浪胃仙,https://www.ijq.tv/mingxing/15808015007420.html,https://image.ijq.tv/202002/04/15-37-02-60-1.png
熊逸凡,,,汉族,内地,1995-11-08,上海,174CM,50KG,B型,天蝎座,上海戏剧学院,演员,,熊逸凡的新浪微博,《民初奇人传》,欧豪 谭松韵,https://image.ijq.tv/202002/04/10-38-49-29-1.jpg,images/10-38-49-29-1.jpg,熊逸凡,https://www.ijq.tv/mingxing/15807838717418.html,https://image.ijq.tv/202002/04/10-38-49-29-1.jpg
朱迅,,朱十七,汉族,内地,1973-9-7,北京,167CM,47KG,AB型,处女座,日本亚细亚大学研究生院经营学部,"演员,主持人",音华娱乐文化传媒,,《摇滚青年》《生命中的好日子》《三巨龙》《欢聚一堂》,朱军 董卿,https://image.ijq.tv/202002/03/18-42-44-48-1.png,images/18-42-44-48-1.png,朱迅,https://www.ijq.tv/mingxing/15807260737417.html,https://image.ijq.tv/202002/03/18-42-44-48-1.png
朱军,,,汉族,内地,1964-4-26,甘肃省兰州市城关区,179CM,80KG,A型,金牛座,北京大学,主持人,中央电视台,朱军的新浪微博,《祖国万岁》《星光大道》《音乐大师课》,毕福剑 董卿,https://image.ijq.tv/202002/03/18-23-34-72-1.png,images/18-23-34-72-1.png,朱军,https://www.ijq.tv/mingxing/15807244347416.html,https://image.ijq.tv/202002/03/18-23-34-72-1.png
周立波,Zhou Libo,波波，海派绅士,汉族,内地,1967-4-27,上海市黄浦区,175CM,79KG,O型,白羊座,上海市戏曲学校,主持人,星光闪耀,周立波的新浪微博,《中国达人秀》《舞出我人生》《中国梦想秀》,撒贝宁,https://image.ijq.tv/202002/03/15-50-09-62-1.png,images/15-50-09-62-1.png,周立波,https://www.ijq.tv/mingxing/15807161947415.html,https://image.ijq.tv/202002/03/15-50-09-62-1.png
康辉,,,汉族,内地,1972-1-17,河北省石家庄市,173CM,65KG,A型,水瓶座,北京广播学院播音系|北京大学新闻与传播专业,主持人,中央电视台,康辉的新浪微博,《新闻联播》《法治在线》《新闻30分》,撒贝宁 白岩松,https://image.ijq.tv/202002/03/15-36-26-75-1.png,images/15-36-26-75-1.png,康辉,https://www.ijq.tv/mingxing/15807139217414.html,https://image.ijq.tv/202002/03/15-36-26-75-1.png
撒贝宁,Sa Beining,小撒,汉族,内地,广东湛江,196-3-23,172CM,60KG,B型,白羊座,北京大学,主持人,中央电视台,撒贝宁的新浪微博,《今日说法》《开讲啦》《加油！向未来》,白岩松 康辉,https://image.ijq.tv/202002/03/15-03-12-36-1.png,images/15-03-12-36-1.png,撒贝宁,https://www.ijq.tv/mingxing/15807133737413.html,https://image.ijq.tv/202002/03/15-03-12-36-1.png
白岩松,,,蒙古族,内地,1968-8-20,内蒙古自治区呼伦贝尔市海拉尔区,179CM,65KG,AB型,狮子座,中国传媒大学新闻系,主持人,中央电视台,白岩松的新浪微博,《感动中国》《新闻1+1》,撒贝宁 康辉,https://image.ijq.tv/202002/03/14-27-25-33-1.png,images/14-27-25-33-1.png,白岩松,https://www.ijq.tv/mingxing/15807093967412.html,https://image.ijq.tv/202002/03/14-27-25-33-1.png
罗中旭,David,阿罗、小罗,汉族,内地,1969-3-1,上海,177CM,67KG,A型,双鱼座,上海广播电视乐团,歌手,明路文化传媒,罗中旭的新浪微博,《爱在你身边》《为你自豪》《为爱存在》,孙楠,https://image.ijq.tv/202002/03/11-52-29-17-1.png,images/11-52-29-17-1.png,罗中旭,https://www.ijq.tv/mingxing/15807011877411.html,https://image.ijq.tv/202002/03/11-52-29-17-1.png
陆树铭,Suk Bung Luk,,汉族,内地,1956-8-15,山东青岛,186CM,94KG,AB型,狮子座,,演员,,陆树铭的新浪微博,《三国演义》《汉武大帝》,,https://image.ijq.tv/202002/01/15-00-18-32-1.png,images/15-00-18-32-1.png,陆树铭,https://www.ijq.tv/mingxing/15805403567409.html,https://image.ijq.tv/202002/01/15-00-18-32-1.png
曹海军,,,汉族,内地,1959-5-28,黑龙江省桦南县,185CM,72KG,B型,金牛座,大庆师范学院声乐系|最高人民法院业余大学法学专业,演员,,曹海军的新浪微博,《你是我的眼》《幸福敲了两次门》,张静静,https://image.ijq.tv/202002/01/14-16-19-46-1.png,images/14-16-19-46-1.png,曹海军,https://www.ijq.tv/mingxing/15805376107408.html,https://image.ijq.tv/202002/01/14-16-19-46-1.png
张殿菲,Felix,殿下,汉族,内地,1982-11-9,辽宁省鞍山市,183CM,70KG,O型,天蝎座,四川机电职业学院,"演员,歌手",,张殿菲的新浪微博,《我为出嫁狂》《隋唐演义》,,https://image.ijq.tv/202001/31/17-12-58-79-1.jpg,images/17-12-58-79-1.jpg,张殿菲,https://www.ijq.tv/mingxing/15804611787407.html,https://image.ijq.tv/202001/31/17-12-58-79-1.jpg
盖丽丽,Gai Lili,,汉族,内地,1967-10-4,山东青岛,165CM,45KG,B型,天秤座,上海戏剧学院表演系,演员,广州星辰明星经纪公司,,《围城》《川军团血战到底》,,https://image.ijq.tv/202001/31/16-20-46-89-1.jpg,images/16-20-46-89-1.jpg,盖丽丽,https://www.ijq.tv/mingxing/15804586937406.html,https://image.ijq.tv/202001/31/16-20-46-89-1.jpg
蒋昌建,,蒋老师、蒋大哥、蒋四辩,汉族,内地,1965-9-25,厦门,170CM,56KG,B型,天秤座,安徽师范大学,主持人,,蒋昌建的新浪微博,《最强大脑》,,https://image.ijq.tv/202001/31/15-56-36-76-1.png,images/15-56-36-76-1.png,蒋昌建,https://www.ijq.tv/mingxing/15804572687405.html,https://image.ijq.tv/202001/31/15-56-36-76-1.png
李子柒,,李佳佳,汉族,内地,1990,四川省绵阳市,,,,,,网红,,,,,https://image.ijq.tv/202001/26/17-11-38-61-1.jpg,images/17-11-38-61-1.jpg,李子柒,https://www.ijq.tv/mingxing/15800296517403.html,https://image.ijq.tv/202001/26/17-11-38-61-1.jpg
金宁,Bell,"金鱼（脸盲症）,金宁小贝,宁宝",汉族,内地,1996年12月12日,江苏省南京市,168CM,49KG,O型,射手座,,演员,,金宁的新浪微博,《我的女友是杀手》《绝代偃师之玉女掌门》《护花高手在都市》《唐诗三百案》《风流剑客》,,https://image.ijq.tv/202001/19/08-51-13-77-1.jpg,images/08-51-13-77-1.jpg,金宁,https://www.ijq.tv/mingxing/15793949477401.html,https://image.ijq.tv/202001/19/08-51-13-77-1.jpg
