中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
柴浩伟,,,汉族,内地,1992-1-28,山东淄博,180CM,65KG,AB型,双鱼座,上海视觉艺术学院表演系,演员,,柴浩伟的新浪微博,《琅琊榜之风起长林》《校花的贴身高手2》《校花的贴身高手3》《校花的贴身高手4》,,https://image.ijq.tv/201705/25/10-46-34-48-26.jpg,images/10-46-34-48-26.jpg,柴浩伟,https://www.ijq.tv/mingxing/14956784944305.html,https://image.ijq.tv/201705/25/10-46-34-48-26.jpg
胡浩博,,胡老师,汉族,内地,1992-8-12,江西省萍乡市,180CM,62KG,A型,狮子座,湖南大学表演系,演员,上海红圈影业有限公司,胡浩博的新浪微博,《微微一笑很倾城》《这个世界不看脸》,杨洋,https://image.ijq.tv/201705/24/17-11-35-41-19.png,images/17-11-35-41-19.png,胡浩博,https://www.ijq.tv/mingxing/14956170594304.html,https://image.ijq.tv/201705/24/17-11-35-41-19.png
厉蔺菲,Fei,"菲菲,小菲,小F",汉族,内地,1992-06-06,江苏扬州,168CM,45KG,AB型,双子座,南京师范大学,"演员,主持人",,厉蔺菲的新浪微博,《独步天下》,唐艺昕,https://image.ijq.tv/201705/24/10-55-19-90-26.jpg,images/10-55-19-90-26.jpg,厉蔺菲,https://www.ijq.tv/mingxing/14955944374303.html,https://image.ijq.tv/201705/24/10-55-19-90-26.jpg
王瑄,Sissi,,汉族,内地,1995-4-21,河南,168CM,45KG,A型,金牛座,上海戏剧学院,演员,,王瑄的新浪微博,《两个女人的战争》《将军在上》,蒋毓玮,https://image.ijq.tv/201705/23/14-59-09-82-26.jpg,images/14-59-09-82-26.jpg,王瑄,https://www.ijq.tv/mingxing/14955215234301.html,https://image.ijq.tv/201705/23/14-59-09-82-26.jpg
蒋毓玮,,,汉族,内地,1994,北京,165CM,40KG,B型,白羊座,,"演员,歌手",,蒋毓玮的新浪微博,《我才不会被女孩子欺负呢》,郭京飞,https://image.ijq.tv/201705/23/12-07-04-18-26.jpg,images/12-07-04-18-26.jpg,蒋毓玮,https://www.ijq.tv/mingxing/14955104204300.html,https://image.ijq.tv/201705/23/12-07-04-18-26.jpg
朱致灵,,,汉族,内地,,北京,186CM,60KG,B型,白羊座,,演员,北京鲜花盛开影业有限公司,朱致灵的新浪微博,《同学两亿岁》,徐静蕾,https://image.ijq.tv/201705/22/11-03-21-62-26.jpg,images/11-03-21-62-26.jpg,朱致灵,https://www.ijq.tv/mingxing/14954208924299.html,https://image.ijq.tv/201705/22/11-03-21-62-26.jpg
梁宝羚,Ariel,,汉族,内地,1995-9月11,安徽六安,166CM,40KG,B型,处女座,中央戏剧学院,演员,果然娱乐,梁宝羚的新浪微博,《仙班校园2》《爱情进化论》,南伏龙 张若昀 张天爱,https://image.ijq.tv/201705/22/10-34-42-62-26.jpg,images/10-34-42-62-26.jpg,梁宝羚,https://www.ijq.tv/mingxing/14954189504298.html,https://image.ijq.tv/201705/22/10-34-42-62-26.jpg
刘剑羽,,,汉族,内地,1993-03-31,广东,178CM,60KG,B型,白羊座,,演员,果然娱乐,刘剑羽的新浪微博,《秘果》《少年江湖物语》《临界天下》,,https://image.ijq.tv/201705/21/16-45-20-20-26.jpg,images/16-45-20-20-26.jpg,刘剑羽,https://www.ijq.tv/mingxing/14953539234297.html,https://image.ijq.tv/201705/21/16-45-20-20-26.jpg
余芷慧,,,汉族,内地,1996-2-6,上海,167CM,40KG,AB型,水瓶座,,演员,果然娱乐,余芷慧的新浪微博,《秘果》《她很漂亮》,李兰迪,https://image.ijq.tv/201705/21/16-00-17-80-26.jpg,images/16-00-17-80-26.jpg,余芷慧,https://www.ijq.tv/mingxing/14953513524296.html,https://image.ijq.tv/201705/21/16-00-17-80-26.jpg
吕星辰,,,汉族,内地,1991-2-16,浙江省杭州,168CM,48KG,B型,水瓶座,北京舞蹈学院,演员,,吕星辰的新浪微博,《郞在对门唱山歌》《九号女神》《代号》,,https://image.ijq.tv/201705/20/15-20-38-48-26.jpg,images/15-20-38-48-26.jpg,吕星辰,https://www.ijq.tv/mingxing/14952626804295.html,https://image.ijq.tv/201705/20/15-20-38-48-26.jpg
武雨泽,,雨泽,汉族,内地,1988-1-11,安徽省芜湖市,178CM,65KG,A型,魔羯座,中央戏剧学院导演系,演员,,武雨泽的新浪微博,《后青春期的诗》《大秦帝国之崛起》《一起同过窗2》《合约男女》《秦王政》,李川,https://image.ijq.tv/201705/20/11-40-48-37-19.png,images/11-40-48-37-19.png,武雨泽,https://www.ijq.tv/mingxing/14952516284294.html,https://image.ijq.tv/201705/20/11-40-48-37-19.png
李川,Leon,川川,汉族,内地,1990-1-11,山西省太原市,187CM,73KG,B型,魔羯座,中国传媒大学|中央戏剧学院,"演员,主持人",光线传媒,李川的新浪微博,《匆匆那年：好久不见》《陪安东尼渡过漫长岁月》《废柴兄弟2》《囧西游》《社交情圣》《一起同窗过》《怨灵2》,柳岩,https://image.ijq.tv/201705/19/17-48-06-27-19.png,images/17-48-06-27-19.png,李川,https://www.ijq.tv/mingxing/14951872644293.html,https://image.ijq.tv/201705/19/17-48-06-27-19.png
杨采盈,michelle,"采盈,采采,盈盈",汉族,内地,1994-2-12,广东省韶关市,167CM,,AB型,水瓶座,北京电影学院,演员,,杨采盈的新浪微博,《欢天喜地，冷枪手，女人公敌，待嫁十年》,吴卓羲,https://image.ijq.tv/201705/19/16-10-14-18-26.jpg,images/16-10-14-18-26.jpg,杨采盈,https://www.ijq.tv/mingxing/14951796794292.html,https://image.ijq.tv/201705/19/16-10-14-18-26.jpg
王泇淇,jiaqi Wang,王妍,汉族,内地,1990-6-30,甘肃省天水市,168CM,49KG,O型,巨蟹座,上海戏剧学院08级表演系本科,演员,上海鸿象影视工作室,王泇淇的新浪微博,《重耳传》《霍去病》《四大美人之西施传》《我的生命曾为你燃烧》,搭档张若昀,https://image.ijq.tv/201705/19/10-02-32-60-10.jpg,images/10-02-32-60-10.jpg,王泇淇,https://www.ijq.tv/mingxing/14951593444291.html,https://image.ijq.tv/201705/19/10-02-32-60-10.jpg
康杰,Jason,,汉族,内地,1986-01-04,山西省大同市,178CM,75KG,A型,,中央戏剧学院,演员,梦舟文化,康杰的新浪微博,《雳剑》《风影》《苍狼 》《雪豹坚强岁月 》《光影》,搭档张若昀 搭档吴承轩,https://image.ijq.tv/201705/18/15-50-57-38-10.jpg,images/15-50-57-38-10.jpg,康杰,https://www.ijq.tv/mingxing/14950938354290.html,https://image.ijq.tv/201705/18/15-50-57-38-10.jpg
冯提莫,,冯亚男,汉族,内地,1991-12-19,重庆,156CM,,,射手座,,"歌手,网红",,冯提莫的新浪微博,,,https://image.ijq.tv/201705/18/08-09-50-24-1.jpg,images/08-09-50-24-1.jpg,冯提莫,https://www.ijq.tv/mingxing/14950657414289.html,https://image.ijq.tv/201705/18/08-09-50-24-1.jpg
秦亦铭,Scott,,汉族,内地,1-4,安徽省阜阳市,178CM,60KG,,,中央戏剧学院,演员,天娱传媒,秦亦铭的新浪微博,《下一站大明星》《为了你我愿意热爱整个世界》《燃血女神》《逃离月球》,罗晋 郑爽,https://image.ijq.tv/201705/17/15-25-45-79-26.jpg,images/15-25-45-79-26.jpg,秦亦铭,https://www.ijq.tv/mingxing/14950037624288.html,https://image.ijq.tv/201705/17/15-25-45-79-26.jpg
马泽涵,,阳阳,汉族,内地,1996-9-6,北京市东城区,166CM,40KG,O型,处女座,中央戏剧学院,演员,,马泽涵的新浪微博,《中国地》《钢铁年代》《美丽鲜花在开放》《无效申请》《海上牧云记》,陈雅婷,https://image.ijq.tv/201705/17/14-22-32-99-26.jpg,images/14-22-32-99-26.jpg,马泽涵,https://www.ijq.tv/mingxing/14949922434287.html,https://image.ijq.tv/201705/17/14-22-32-99-26.jpg
莫允雯,Christina Mok,Mok Yun Wen,汉族,内地,1987.5.5,美国,169CM,,,金牛座,,"演员,模特",比上傳奇國際廣告有限公司,莫允雯的新浪微博,《妹妹》《真爱黑白配》,,https://image.ijq.tv/201705/16/11-16-59-28-26.jpg,images/11-16-59-28-26.jpg,莫允雯,https://www.ijq.tv/mingxing/14949011554286.html,https://image.ijq.tv/201705/16/11-16-59-28-26.jpg
张野,,,汉族,内地,7-31,山东,178CM,60KG,AB型,狮子座,山东艺术学院,演员,山东影视制作股份有限公司,张野的新浪微博,《如果蜗牛有爱情》,,https://image.ijq.tv/201705/15/17-44-26-17-26.jpg,images/17-44-26-17-26.jpg,张野,https://www.ijq.tv/mingxing/14948394044285.html,https://image.ijq.tv/201705/15/17-44-26-17-26.jpg
