中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
牛宝军,,,汉族,内地,1972-1-1,北京,177CM,70KG,,金牛座,,演员,北京九彩虹文化传媒,,,范明 曾黎 代乐乐,https://image.ijq.tv/201908/13/15-03-02-49-46.jpg,images/15-03-02-49-46.jpg,牛宝军,https://www.ijq.tv/mingxing/15656771496204.html,https://image.ijq.tv/201908/13/15-03-02-49-46.jpg
廖梦妍,Ann Liao,,汉族,内地,1993-9-26,长沙,170CM,48KG,,处女座,中央戏剧学院,演员,,廖梦妍的新浪微博,《绽放吧百合》《恋爱迷宫》《致命快递》《执念师2》《爱情图鉴之暗恋》,黄政皓 岳野 虞朗 龙一一,https://image.ijq.tv/201908/13/13-57-59-68-47.png,images/13-57-59-68-47.png,廖梦妍,https://www.ijq.tv/mingxing/15656758346203.html,https://image.ijq.tv/201908/13/13-57-59-68-47.png
楚禾,,王馨悦,汉族,内地,2000-08-28,安徽,167CM,45KG,,处女座,北京电影学院,演员,,楚禾的新浪微博,《闪光少女》,徐璐 彭昱畅 刘泳希 骆明劼,https://image.ijq.tv/201908/13/11-50-37-83-46.jpg,images/11-50-37-83-46.jpg,楚禾,https://www.ijq.tv/mingxing/15656682246202.html,https://image.ijq.tv/201908/13/11-50-37-83-46.jpg
林铭乐,,,汉族,内地,,福建,184CM,75KG,,,,"演员,模特",,林铭乐的新浪微博,《时空侠》《恋爱迷宫》,吴竹青 廖梦妍 龙一一,https://image.ijq.tv/201908/13/11-25-18-68-47.png,images/11-25-18-68-47.png,林铭乐,https://www.ijq.tv/mingxing/15656667006200.html,https://image.ijq.tv/201908/13/11-25-18-68-47.png
孙佳,Sookie,,汉族,内地,1994-8-23,江苏南京,168CM,48KG,O型,处女座,上海戏剧学院,演员,,孙佳的新浪微博,《金陵十三钗》《时空侠》《半生缘》,杜维瀚 孙瑜,https://image.ijq.tv/201908/13/10-48-30-14-47.png,images/10-48-30-14-47.png,孙佳,https://www.ijq.tv/mingxing/15656644726198.html,https://image.ijq.tv/201908/13/10-48-30-14-47.png
孙子豪,,,汉族,内地,1994-3-23,青岛,175CM,65KG,,白羊座,中国戏曲学院,演员,,孙子豪的新浪微博,《街舞小子》《超时空恋人》,朱丽岚 娄鸣 张猛,https://image.ijq.tv/201908/12/17-55-22-31-47.png,images/17-55-22-31-47.png,孙子豪,https://www.ijq.tv/mingxing/15656036876197.html,https://image.ijq.tv/201908/12/17-55-22-31-47.png
段志豪,,,汉族,内地,,,184CM,70KG,,天蝎座,,歌手,,段志豪的新浪微博,《明日之子》,赵天宇,https://image.ijq.tv/201908/12/17-51-01-66-46.jpg,images/17-51-01-66-46.jpg,段志豪,https://www.ijq.tv/mingxing/15656034556196.html,https://image.ijq.tv/201908/12/17-51-01-66-46.jpg
笑赫,,,汉族,内地,1990-5-16,济南,173CM,60KG,,金牛座,中央音乐学院,演员,,笑赫的新浪微博,《罪恶消亡史》《白夜梦寐》《超时空恋人》《大漠悍刀行》,朱丽岚 娄鸣 张猛 刘楚玄 张敏倩 于青斌 范子绮,https://image.ijq.tv/201908/12/17-37-01-28-47.png,images/17-37-01-28-47.png,笑赫,https://www.ijq.tv/mingxing/15656026016195.html,https://image.ijq.tv/201908/12/17-37-01-28-47.png
陈佑俊,Rick13,,汉族,内地,,,185CM,75KG,,狮子座,,演员,,陈佑俊的新浪微博,《超时空恋人》《爱情呼叫转移》,朱丽岚 娄鸣 张猛,https://image.ijq.tv/201908/12/17-14-46-74-47.png,images/17-14-46-74-47.png,陈佑俊,https://www.ijq.tv/mingxing/15656012736194.html,https://image.ijq.tv/201908/12/17-14-46-74-47.png
斯外戈,,刘志,汉族,内地,1998-3-6,湖北省咸宁市通山县黄沙铺镇,177CM,65KG,,双鱼座,,"演员,歌手",,斯外戈的新浪微博,《明日等你》《一天一天》《Don'tLetGo》,蔡维泽 张洢豪 田燚,https://image.ijq.tv/201908/12/17-10-08-25-46.jpg,images/17-10-08-25-46.jpg,斯外戈,https://www.ijq.tv/mingxing/15656009996193.html,https://image.ijq.tv/201908/12/17-10-08-25-46.jpg
孙瑜,,,汉族,内地,1994-9-21,,168CM,48KG,,处女座,,演员,,孙瑜的新浪微博,《时空侠》《小房东》,杜维瀚 王双宝 孙若飞 孙佳,https://image.ijq.tv/201908/12/16-59-09-59-47.png,images/16-59-09-59-47.png,孙瑜,https://www.ijq.tv/mingxing/15655998136192.html,https://image.ijq.tv/201908/12/16-59-09-59-47.png
王璐,,,汉族,内地,10-11,山东烟台,180CM,71KG,,天秤座,上海戏剧学院,"演员,歌手",,王璐的新浪微博,《捍卫者》《谍海追踪》,赵薇 陈坤 胡军,https://image.ijq.tv/201908/12/16-49-14-37-46.jpg,images/16-49-14-37-46.jpg,王璐,https://www.ijq.tv/mingxing/15655997446191.html,https://image.ijq.tv/201908/12/16-49-14-37-46.jpg
张佳泽,,,汉族,内地,1997-6-13,山东,170CM,48KG,,双子座,中央戏剧学院,演员,,张佳泽的新浪微博,《站住！我的总督大人》《超时空恋人》,朱丽岚 娄鸣 张猛,https://image.ijq.tv/201908/12/16-25-44-92-47.png,images/16-25-44-92-47.png,张佳泽,https://www.ijq.tv/mingxing/15655978816190.html,https://image.ijq.tv/201908/12/16-25-44-92-47.png
姚书豪,,,汉族,内地,1992-4-17,北京,178CM,65KG,,白羊座,,演员,,姚书豪的新浪微博,《终极教师》《陈情令》《等到烟暖雨收》,曹煜辰 朱赞锦 王翌舟,https://image.ijq.tv/201908/12/15-47-29-31-47.png,images/15-47-29-31-47.png,姚书豪,https://www.ijq.tv/mingxing/15655959976189.html,https://image.ijq.tv/201908/12/15-47-29-31-47.png
姜奕廷,,,汉族,内地,2012-12-10,烟台,150CM,28KG,,射手座,,演员,美代文化,姜奕廷的新浪微博,《陈情令》《银河补习班》《猎手》,肖战 王一博 郑繁星,https://image.ijq.tv/201908/12/15-15-47-63-47.png,images/15-15-47-63-47.png,姜奕廷,https://www.ijq.tv/mingxing/15655937466188.html,https://image.ijq.tv/201908/12/15-15-47-63-47.png
孙琰清,,,汉族,内地,,,168CM,45KG,,,,演员,,孙琰清的新浪微博,《奔腾岁月》《蓝盔特战队》《满满喜欢你》,刘昱晗 鲁照华 刘胤君 宁文彤,https://image.ijq.tv/201908/12/14-25-35-93-47.png,images/14-25-35-93-47.png,孙琰清,https://www.ijq.tv/mingxing/15655911016187.html,https://image.ijq.tv/201908/12/14-25-35-93-47.png
