中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,代表作,相关明星,image_url,image_path,name,page_url,avatar_url,微博
夏梓桐,,,汉族,内地,1991-5-17,湖北省荆州市,164CM,46KG,A型,金牛座,中央戏剧学院,演员,星皓电影,《西游记之大闹天宫》,周润发,https://image.ijq.tv/201408/22/17-45-06-71-8.jpg,images/17-45-06-71-8.jpg,夏梓桐,https://www.ijq.tv/mingxing/267.html,https://image.ijq.tv/201408/22/17-45-06-71-8.jpg,夏梓桐的新浪微博
刘萌萌,,"萌萌,萌妞",汉族,内地,1989-10-16,大连,165CM,46KG,A型,天秤座,沈阳音乐学院,演员,,《煮妇神探》《爱情公寓3》《利箭行动》《决战燕子门》,娄艺潇,https://image.ijq.tv/201408/22/10-06-58-46-8.jpg,images/10-06-58-46-8.jpg,刘萌萌,https://www.ijq.tv/mingxing/266.html,https://image.ijq.tv/201408/22/10-06-58-46-8.jpg,刘萌萌的新浪微博
童菲,kimmy,菲菲,汉族,内地,1990-3-8,北京,167CM,48KG,A型,双鱼座,北京联合大学,演员,花水木经纪工作室,《大上海》《澳门风云》,搭档周润发,https://image.ijq.tv/201608/29/14-57-51-53-26.jpg,images/14-57-51-53-26.jpg,童菲,https://www.ijq.tv/mingxing/265.html,https://image.ijq.tv/201608/29/14-57-51-53-26.jpg,童菲的新浪微博
吴莫愁,MoMo Wu,"莫愁,小老莫",汉族,内地,1992-4-18,齐齐哈尔市,168CM,46KG,B型,金牛座,沈阳音乐学院,歌手,梦响强音,《我要给你》《爱爱爱爱》《无所不在》,梁家辉,https://image.ijq.tv/201408/21/16-12-06-49-8.jpg,images/16-12-06-49-8.jpg,吴莫愁,https://www.ijq.tv/mingxing/264.html,https://image.ijq.tv/201408/21/16-12-06-49-8.jpg,吴莫愁的新浪微博
江疏影,Maggie,麦小琪,汉族,内地,1986-9-1,上海,168CM,68KG,O型,处女座,上海戏剧学院,演员,华视影视投资（北京）有限公司,《致我们终将逝去的青春》《一仆二主》,赵薇 胡歌,https://image.ijq.tv/201408/21/14-37-58-64-8.jpg,images/14-37-58-64-8.jpg,江疏影,https://www.ijq.tv/mingxing/263.html,https://image.ijq.tv/201408/21/14-37-58-64-8.jpg,江疏影的新浪微博
郭敬明,Jing M.Guo,"第四维,小四",汉族,内地,1983-6-6,四川自贡,160CM,52KG,AB型,双子座,上海大学,其他,,《小时代》《幻城》,韩寒,https://image.ijq.tv/201803/13/10-54-42-14-10.jpg,images/10-54-42-14-10.jpg,郭敬明,https://www.ijq.tv/mingxing/262.html,https://image.ijq.tv/201803/13/10-54-42-14-10.jpg,郭敬明的新浪微博
韩寒,,,汉族,内地,1982-9-23,上海,172CM,58KG,O型,天秤座,上海松江中学,歌手,,《后会无期》,,https://image.ijq.tv/201408/23/17-12-05-91-12.jpg,images/17-12-05-91-12.jpg,韩寒,https://www.ijq.tv/mingxing/261.html,https://image.ijq.tv/201408/23/17-12-05-91-12.jpg,
古力娜扎,,娜扎,维吾尔族,内地,1992-5-2,乌鲁木齐,172CM,50KG,A型,金牛座,北京电影学院,演员,上海唐人电影制作有限公司,《警察故事2013》《分手大师》《青丘狐传说》,男友张翰 郑爽,https://image.ijq.tv/201907/12/16-13-55-54-47.png,images/16-13-55-54-47.png,古力娜扎,https://www.ijq.tv/mingxing/260.html,https://image.ijq.tv/201907/12/16-13-55-54-47.png,古力娜扎的新浪微博
高梓淇,jiame,"萧大侠,老大,孔教授",汉族,内地,1981-4-30,山西省太原市,184CM,70KG,B型,金牛座,上海戏剧学院表演系2000级,演员,上海创翊文化传播有限公司,《新还珠格格》《血色湘西》《李家大院》《我在草原等你》,蔡琳,https://image.ijq.tv/201501/22/13-25-18-37-10.jpg,images/13-25-18-37-10.jpg,高梓淇,https://www.ijq.tv/mingxing/259.html,https://image.ijq.tv/201501/22/13-25-18-37-10.jpg,高梓淇的新浪微博
刘芊含,Crystal,,汉族,内地,11-24,广西,169CM,55KG,B型,射手座,中央戏剧学院,演员,北京完美建信影视文化有限公司,《射雕英雄传2016版》《勇敢的心》《大秧歌》《打狗棍》《结婚的秘密》《英雄祭》,杨志刚,https://image.ijq.tv/201709/25/11-12-06-57-26.jpg,images/11-12-06-57-26.jpg,刘芊含,https://www.ijq.tv/mingxing/258.html,https://image.ijq.tv/201709/25/11-12-06-57-26.jpg,刘芊含的新浪微博
