中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
张昊唯,,张骁晗,汉族,内地,1990年6月18日,山东济南,180CM,65KG,O型,双子座,中央戏剧学院,演员,SMG尚世影业,张昊唯的新浪微博,《求婚大作战》《温州两家人》,张艺兴 陈都灵,https://image.ijq.tv/201702/06/15-22-26-38-26.jpg,images/15-22-26-38-26.jpg,张昊唯,https://www.ijq.tv/mingxing/14863654094104.html,https://image.ijq.tv/201702/06/15-22-26-38-26.jpg
黄汐源,Rita,黄汐扁、塔塔,汉族,内地,1990-3-20,四川省绵阳市,162CM,47KG,A型,双鱼座,四川师范大学,歌手,,黄汐源的新浪微博,《长发短发》《掰掰掰》《幻听》《爱的定义》,郭麒麟,https://image.ijq.tv/201702/06/14-55-42-68-34.jpg,images/14-55-42-68-34.jpg,黄汐源,https://www.ijq.tv/mingxing/14863641164103.html,https://image.ijq.tv/201702/06/14-55-42-68-34.jpg
赵楚纶,chulun Zhao,,汉族,内地,2-22,辽宁省抚顺市,183CM,72KG,A型,双鱼座,中央戏剧学院,演员,赵楚纶工作室,赵楚纶的新浪微博,《何以笙箫默》《千山暮雪》《等待绽放》《步步惊情》《大江东去》《王者清风》,刘恺威 王鸥,https://image.ijq.tv/201702/05/13-24-38-63-10.jpg,images/13-24-38-63-10.jpg,赵楚纶,https://www.ijq.tv/mingxing/14862722604101.html,https://image.ijq.tv/201702/05/13-24-38-63-10.jpg
王新乔,Victor,,汉族,内地,1994-11,哈尔滨,181CM,62KG,A型,天蝎座,,演员,,王新乔的新浪微博,《这个世界不看脸》《看你往哪跑》,陈子由 唐晓天 盖玥希,https://image.ijq.tv/201702/04/16-35-40-19-34.jpg,images/16-35-40-19-34.jpg,王新乔,https://www.ijq.tv/mingxing/14861973254100.html,https://image.ijq.tv/201702/04/16-35-40-19-34.jpg
史文翔,,,汉族,内地,,,179CM,65KG,B型,,上海戏剧学院,演员,,史文翔的新浪微博,《周末父母》,王鸥,https://image.ijq.tv/201702/04/15-14-31-41-26.jpg,images/15-14-31-41-26.jpg,史文翔,https://www.ijq.tv/mingxing/14861923174099.html,https://image.ijq.tv/201702/04/15-14-31-41-26.jpg
陈鸿锦,hongjin Chen,,汉族,内地,2003-6-24,江苏南京,165CM,47KG,O型,巨蟹座,南京理工大学附属小学,演员,,陈鸿锦的新浪微博,《爱的蜜方》《犀利仁师》《芈月传》《老九门》,任嘉伦,https://image.ijq.tv/201702/04/14-12-23-97-10.jpg,images/14-12-23-97-10.jpg,陈鸿锦,https://www.ijq.tv/mingxing/14861887304098.html,https://image.ijq.tv/201702/04/14-12-23-97-10.jpg
李庚希,,,汉族,内地,1997-3-2,浙江杭州,173CM,45KG,,金牛座,,演员,徐静蕾签约新人,李庚希的新浪微博,《同学两亿岁》,徐静蕾,https://image.ijq.tv/201701/24/10-33-57-61-19.png,images/10-33-57-61-19.png,李庚希,https://www.ijq.tv/mingxing/14852252154097.html,https://image.ijq.tv/201701/24/10-33-57-61-19.png
金澔辰,,,汉族,内地,1994-8-8,吉林,187CM,63KG,A型,狮子座,北京电影学院2012级表演系本科,演员,,金澔辰的新浪微博,《美人为馅2》《灭罪师》,白宇 杨蓉,https://image.ijq.tv/201701/22/15-19-55-16-26.jpg,images/15-19-55-16-26.jpg,金澔辰,https://www.ijq.tv/mingxing/14850695784096.html,https://image.ijq.tv/201701/22/15-19-55-16-26.jpg
宋文作,,,汉族,内地,1991-4-28,辽宁,178CM,58KG,,双子座,东北大学,演员,上海飞宝文化传媒有限公司,宋文作的新浪微博,《漂亮的李慧珍》《孤芳不自赏》《新边城浪子》,,https://www.ijq.tv/file/upload/202102/03/16-19-48-97-1.png,images/16-19-48-97-1.png,宋文作,https://www.ijq.tv/mingxing/14850525174095.html,https://www.ijq.tv/file/upload/202102/03/16-19-48-97-1.png
杨业明,leo,,汉族,内地,1994-7-23,江苏,185CM,70KG,A型,狮子座,南京艺术学院,演员,华谊聚星文化,杨业明的新浪微博,《错生》,姚望 董又霖,https://image.ijq.tv/201701/19/15-49-19-93-34.jpg,images/15-49-19-93-34.jpg,杨业明,https://www.ijq.tv/mingxing/14848121394092.html,https://image.ijq.tv/201701/19/15-49-19-93-34.jpg
姚望,Lucas,学长,汉族,内地,1992-2-18,四川成都,178CM,62KG,B型,白羊座,,演员,华谊聚星文化,姚望的新浪微博,《错生》,杨业明 董又霖,https://image.ijq.tv/201701/19/16-10-29-31-34.jpg,images/16-10-29-31-34.jpg,姚望,https://www.ijq.tv/mingxing/14848056414091.html,https://image.ijq.tv/201701/19/16-10-29-31-34.jpg
潘小样,,,汉族,内地,1990-1-27,黑龙江省,168CM,48KG,B型,水瓶座,北京电影学院,演员,北京完美建信影视文化有限公司,潘小样的新浪微博,《琅琊榜》《鲜花开满村庄》《娘道》,张哲瀚,https://image.ijq.tv/201701/19/13-15-13-62-26.jpg,images/13-15-13-62-26.jpg,潘小样,https://www.ijq.tv/mingxing/14848013834090.html,https://image.ijq.tv/201701/19/13-15-13-62-26.jpg
谭晶,TanJing,尖耳朵的阿凡达妹妹,汉族,内地,1977-9-11,山西省侯马市,,,,,中国音乐学院|解放军艺术学院|北京外国语大学,歌手,,谭晶的新浪微博,《在那东山顶上》《龙文》《远情》《世界》《天空》《蔓延》《妻子》《在和平年代》《丝绸之路》《康美之恋》《祖国万岁》,迪玛希 赵雷,https://image.ijq.tv/201701/19/11-55-18-53-34.jpg,images/11-55-18-53-34.jpg,谭晶,https://www.ijq.tv/mingxing/14847980864089.html,https://image.ijq.tv/201701/19/11-55-18-53-34.jpg
