中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
胡冰卿,,,汉族,内地,1992-1-25,上海,162CM,45KG,O型,水瓶座,复旦大学上海视觉艺术学院表演系,演员,上海唐人电影制作有限公司,胡冰卿的新浪微博,《秦时明月》《旋风少女》《柜中美人》,杨洋 白敬亭 陈翔,https://image.ijq.tv/201609/10/11-46-20-41-19.png,images/11-46-20-41-19.png,胡冰卿,https://www.ijq.tv/mingxing/848.html,https://image.ijq.tv/201609/10/11-46-20-41-19.png
孙淳,,,汉族,内地,1956-7-4,山东省济南市市中区,180CM,65KG,AB型,双子座,上海戏剧学院,演员,,,《剧场》,搭档吴秀波 搭档蒋雯丽,https://image.ijq.tv/201412/29/14-36-09-10-13.jpg,images/14-36-09-10-13.jpg,孙淳,https://www.ijq.tv/mingxing/844.html,https://image.ijq.tv/201412/29/14-36-09-10-13.jpg
钱璇,Molly,"璇公主,阿璇金",回族,内地,1990-4-25,,172CM,53KG,B型,双子座,中央戏剧学院,演员,拉风娱乐,钱璇的新浪微博,《天天有喜》《嫁入豪门》《刘海戏金蟾》《土地公土地婆》,刘雨欣,https://image.ijq.tv/201502/04/17-30-25-71-10.jpg,images/17-30-25-71-10.jpg,钱璇,https://www.ijq.tv/mingxing/845.html,https://image.ijq.tv/201502/04/17-30-25-71-10.jpg
郑媛元,Joanna,郑淼之,汉族,内地,10-31,浙江,165CM,47KG,A型,天秤座,上海戏剧学院,演员,,郑媛元的新浪微博,《芙蓉诀》《卫子夫》《亿万继承人》,搭档王珞丹 搭档林峰,https://image.ijq.tv/201412/29/13-42-22-98-10.jpg,images/13-42-22-98-10.jpg,郑媛元,https://www.ijq.tv/mingxing/843.html,https://image.ijq.tv/201412/29/13-42-22-98-10.jpg
王挺,Wangting,王泳茗,汉族,内地,1972-6-26,吉林长春市,181CM,75KG,AB型,双子座,吉林艺术学院表演系,演员,,王挺的新浪微博,《燃情狙击手》《我的长征》《战士》,搭档高露 妻子张恒,https://image.ijq.tv/201704/24/14-11-25-81-10.jpg,images/14-11-25-81-10.jpg,王挺,https://www.ijq.tv/mingxing/842.html,https://image.ijq.tv/201704/24/14-11-25-81-10.jpg
宋珉宇,Song Min yu,宋玉玺,汉族,内地,1984-03-27,山东青岛,183CM,65KG,,白羊座,北京电影学院表演系,"演员,模特",,,《微笑在我心》《深宅未醒》《不速来客》《痴心不轨》,,https://image.ijq.tv/201412/29/10-38-59-88-14.jpg,images/10-38-59-88-14.jpg,宋珉宇,https://www.ijq.tv/mingxing/841.html,https://image.ijq.tv/201412/29/10-38-59-88-14.jpg
吴岱融,,,,内地,1959-8-22,新加坡,,,,,,,,,《人在旅途绝代双骄边城浪子玉面飞狐》,,https://image.ijq.tv/201412/29/10-24-39-37-13.jpg,images/10-24-39-37-13.jpg,吴岱融,https://www.ijq.tv/mingxing/839.html,https://image.ijq.tv/201412/29/10-24-39-37-13.jpg
吕颂贤,Jackie Lui,,汉族,内地,1966-2-5,中国香港,178CM,72KG,B型,魔羯座,香港演艺学院,演员,良策传媒,吕颂贤的新浪微博,《笑傲江湖》,妻子麦景婷 好友宣萱 搭档梁佩玲 搭档谢安琪,https://image.ijq.tv/201412/29/10-07-49-92-13.jpg,images/10-07-49-92-13.jpg,吕颂贤,https://www.ijq.tv/mingxing/838.html,https://image.ijq.tv/201412/29/10-07-49-92-13.jpg
迪丽热巴,Dilraba Dilmurat,,维吾尔族,内地,1992-6-3,新疆乌鲁木齐,169CM,50KG,A型,双子座,上海戏剧学院,演员,欢瑞世纪影视传媒股份有限公司,迪丽热巴的新浪微博,《克拉恋人》《欲望的阶梯》,,https://image.ijq.tv/201911/28/11-53-42-73-46.jpg,images/11-53-42-73-46.jpg,迪丽热巴,https://www.ijq.tv/mingxing/837.html,https://image.ijq.tv/201911/28/11-53-42-73-46.jpg
刘天佐,,,汉族,内地,1979-8-17,吉林省长春市,180CM,80KG,B型,双子座,中央戏剧学院（成人教育学院）,演员,喜天文化,刘天佐的新浪微博,《我的宝贝》《士兵突击》《盗墓笔记》《定制幸福》,方慧 王宝强 杨洋,https://image.ijq.tv/201412/27/15-46-21-21-11.jpg,images/15-46-21-21-11.jpg,刘天佐,https://www.ijq.tv/mingxing/836.html,https://image.ijq.tv/201412/27/15-46-21-21-11.jpg
