中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
冷纪元,Andrew,,汉族,内地,1992-3-12,淄博市,184CM,71KG,A型,双鱼座,中央戏剧学院,演员,天津嘉会娱乐经纪有限公司,冷纪元的新浪微博,《饮食男女》《全职高手》《卧底警花》,杨洋 江疏影,https://image.ijq.tv/201907/05/11-34-21-83-47.png,images/11-34-21-83-47.png,冷纪元,https://www.ijq.tv/mingxing/15622975105873.html,https://image.ijq.tv/201907/05/11-34-21-83-47.png
陈泓政,,,汉族,内地,1998-5-8,,178CM,65KG,,金牛座,中央戏剧学院,演员,萌扬文化签约艺人,陈泓政的新浪微博,《全职高手》,杨洋 江疏影,https://image.ijq.tv/201907/05/10-35-40-85-47.png,images/10-35-40-85-47.png,陈泓政,https://www.ijq.tv/mingxing/15622940985870.html,https://image.ijq.tv/201907/05/10-35-40-85-47.png
汪融,,,汉族,内地,1996-11-2,,177CM,65KG,,天蝎座,中央戏剧学院,演员,,汪融的新浪微博,《陈情令》《凤皇传》,肖战 王一博 贺鹏,https://image.ijq.tv/201907/04/15-08-35-64-47.png,images/15-08-35-64-47.png,汪融,https://www.ijq.tv/mingxing/15622239325867.html,https://image.ijq.tv/201907/04/15-08-35-64-47.png
冯聪,Cong Feng,,汉族,内地,1991-3-17,山西晋城,179CM,63KG,,双鱼座,中国传媒大学,演员,,冯聪的新浪微博,《陈情令》《驯夫记之大唐女儿行》《热血军旗》《建军大业》,肖战 王一博 吴樾 李俊墨,https://image.ijq.tv/201907/04/14-51-46-59-47.png,images/14-51-46-59-47.png,冯聪,https://www.ijq.tv/mingxing/15622223595866.html,https://image.ijq.tv/201907/04/14-51-46-59-47.png
冯茗惊,Mingjing Feng,,汉族,内地,1983-11-7,北京,178CM,69KG,B型,天蝎座,,演员,浙江东阳天沐影业股份有限公司,冯茗惊的新浪微博,《陈情令》《暗黑者2》《东风破》《浴血十四年》《炮神》《生死连》,肖战 张光北 王一博 贺鹏,https://image.ijq.tv/201907/04/14-18-18-13-47.png,images/14-18-18-13-47.png,冯茗惊,https://www.ijq.tv/mingxing/15622208755865.html,https://image.ijq.tv/201907/04/14-18-18-13-47.png
原维,,,汉族,内地,4-18,山东省潍坊市奎文区,184CM,75KG,,白羊座,中央戏剧学院,演员,幸福蓝海影视文化集团,原维的新浪微博,《怪医文三块》《雪域雄鹰》《迫在眉睫》,,https://image.ijq.tv/201907/04/14-05-34-86-46.jpg,images/14-05-34-86-46.jpg,原维,https://www.ijq.tv/mingxing/15622203255864.html,https://image.ijq.tv/201907/04/14-05-34-86-46.jpg
陆剑民,,,汉族,内地,1963-8-23,上海,180CM,68KG,,处女座,北京电影学院表演系,演员,,,《陈情令》《黎明之前》《屯戍西疆》《邓小平在黄山》《小洋楼风波》,汪卓成 肖战 王志文 胡月（爱人）,https://image.ijq.tv/201907/04/11-39-05-21-47.png,images/11-39-05-21-47.png,陆剑民,https://www.ijq.tv/mingxing/15622115155863.html,https://image.ijq.tv/201907/04/11-39-05-21-47.png
陆怡璇,KIRA,"米紫安,陆昱颉",汉族,内地,,,163CM,42KG,,处女座,,演员,,陆怡璇的新浪微博,《让我听懂你的语言》《爱情闯进门》《为爱放手》《宝莲灯前传》,,https://image.ijq.tv/201907/04/11-22-38-69-46.png,images/11-22-38-69-46.png,陆怡璇,https://www.ijq.tv/mingxing/15622105455862.html,https://image.ijq.tv/201907/04/11-22-38-69-46.png
吴赫伦,,,汉族,内地,1993-12-08,北京,182CM,68KG,,射手座,,演员,黑金点星,吴赫伦的新浪微博,《拜见宫主大人2》,,https://image.ijq.tv/201907/04/10-28-18-13-46.jpg,images/10-28-18-13-46.jpg,吴赫伦,https://www.ijq.tv/mingxing/15622072795860.html,https://image.ijq.tv/201907/04/10-28-18-13-46.jpg
卢洋,LU YANG,洋洋,满族,内地,1993-7-27,吉林长春,171CM,49KG,,狮子座,吉林艺术学院,演员,,卢洋的新浪微博,《伙伴夫妻》《海岸线》,,https://image.ijq.tv/201907/04/10-05-19-36-46.jpg,images/10-05-19-36-46.jpg,卢洋,https://www.ijq.tv/mingxing/15622059085859.html,https://image.ijq.tv/201907/04/10-05-19-36-46.jpg
刘恩尚,,"刘隽,刘科楠",汉族,内地,1982-12-4,山东省,171CM,81KG,,射手座,浙江广播电视大学,"演员,歌手",,刘恩尚的新浪微博,《千山暮雪》《楚乔传》《凤囚凰》《延禧攻略》,,https://image.ijq.tv/201907/03/17-38-39-14-46.jpg,images/17-38-39-14-46.jpg,刘恩尚,https://www.ijq.tv/mingxing/15621465265857.html,https://image.ijq.tv/201907/03/17-38-39-14-46.jpg
程实,,,汉族,内地,1985-10-10,辽宁省抚顺市,180CM,75KG,,天秤座,中央戏剧学院2005级表演系本科,演员,,程实的新浪微博,《在远方》《先结婚后恋爱》《面向大海》《鸡毛飞上天》,刘烨 侯勇 范伟,https://image.ijq.tv/201907/03/13-52-42-70-47.png,images/13-52-42-70-47.png,程实,https://www.ijq.tv/mingxing/15621331195851.html,https://image.ijq.tv/201907/03/13-52-42-70-47.png
杨轶,,,回族,内地,1983-3-6,北京,182CM,68KG,,双鱼座,中央戏剧学院,演员,中影演艺经纪公司,杨轶的新浪微博,《中国合伙人》《绣春刀》《河神》《解忧公主》,赵立新 张震,https://image.ijq.tv/201907/03/11-36-40-62-47.png,images/11-36-40-62-47.png,杨轶,https://www.ijq.tv/mingxing/15621247555849.html,https://image.ijq.tv/201907/03/11-36-40-62-47.png
杨祺如,,,汉族,内地,,,165CM,44KG,,,北京电影学院学生,演员,,杨祺如的新浪微博,《中国机长》,,https://image.ijq.tv/201907/03/10-53-16-59-46.jpg,images/10-53-16-59-46.jpg,杨祺如,https://www.ijq.tv/mingxing/15621222735847.html,https://image.ijq.tv/201907/03/10-53-16-59-46.jpg
吴晓亮,,晓亮,蒙古族,内地,1985-7-22,内蒙古,180CM,70KG,,巨蟹座,,演员,,吴晓亮的新浪微博,《长安十二时辰》《重耳传奇（重耳传）》《黄金大劫案》《烟花易冷》,吕星辰 杨轶 芦芳生 黄海波,https://image.ijq.tv/201907/03/10-42-56-20-47.png,images/10-42-56-20-47.png,吴晓亮,https://www.ijq.tv/mingxing/15621212305846.html,https://image.ijq.tv/201907/03/10-42-56-20-47.png
齐志,,,汉族,内地,1968-7-25,安徽合肥,178CM,68KG,O型,狮子座,中央戏剧学院94级表演系本科,"演员,其他",,齐志的新浪微博,《喋血毒巢》《战时我们正年少》《猜拳》《出关》《铁色高原》,耿乐 公磊 周明汕,https://image.ijq.tv/201907/03/10-01-49-41-47.png,images/10-01-49-41-47.png,齐志,https://www.ijq.tv/mingxing/15621192875844.html,https://image.ijq.tv/201907/03/10-01-49-41-47.png
初鹏旭,,,汉族,内地,10-12,,182CM,72KG,,天秤座,北京电影学院,演员,华视友邦影视传媒（北京）有限公司,初鹏旭的新浪微博,《一言九鼎》《霍去病》《复仇者》,,https://image.ijq.tv/201907/03/09-52-09-57-46.jpg,images/09-52-09-57-46.jpg,初鹏旭,https://www.ijq.tv/mingxing/15621187155843.html,https://image.ijq.tv/201907/03/09-52-09-57-46.jpg
周明汕,,,汉族,内地,,,176CM,65KG,,,解放军艺术学院的戏剧系,演员,,周明汕的新浪微博,《铁血军魂》《战魂》《寒山令》《白云飘飘的年代》,李健 宋运成 齐志 李帅,https://image.ijq.tv/201907/03/09-31-55-97-47.png,images/09-31-55-97-47.png,周明汕,https://www.ijq.tv/mingxing/15621174815842.html,https://image.ijq.tv/201907/03/09-31-55-97-47.png
陈喆玲,,,汉族,内地,,潮灿,170CM,46KG,O型,双子座,中央戏剧学院,演员,,陈喆玲的新浪微博,《烟雨潍水》《站在你的角度看我》《脱缰》,,https://image.ijq.tv/201907/02/17-35-01-39-46.jpg,images/17-35-01-39-46.jpg,陈喆玲,https://www.ijq.tv/mingxing/15620600815841.html,https://image.ijq.tv/201907/02/17-35-01-39-46.jpg
左腾云,,,回族,内地,1980-11-22,沈阳,176CM,70KG,,射手座,中央戏剧学院04级表演系,演员,,左腾云的新浪微博,《士兵突击》《秀才遇到兵》《青春烈火》《我的团长我的团》,沙溢 叶璇 于和伟 于震,https://image.ijq.tv/201907/02/17-35-10-64-47.png,images/17-35-10-64-47.png,左腾云,https://www.ijq.tv/mingxing/15620600485840.html,https://image.ijq.tv/201907/02/17-35-10-64-47.png
