中文名,英文名,曾用名,民族,国家地区,出生日期,出生地,身高,体重,血型,星座,毕业院校,职业,经纪公司,微博,代表作,相关明星,image_url,image_path,name,page_url,avatar_url
佟梦实,,石头,汉族,内地,1993-1-22,江苏南京市,183CM,70KG,A型,双子座,中国矿业大学,演员,,佟梦实的新浪微博,《青云志》,袁姗姗,https://image.ijq.tv/201601/28/10-24-26-66-12.jpg,images/10-24-26-66-12.jpg,佟梦实,https://www.ijq.tv/mingxing/14539478553524.html,https://image.ijq.tv/201601/28/10-24-26-66-12.jpg
宋妍霏,cecilia boey,CC,汉族,内地,1995-10-22,北京市,162CM,45KG,A型,白羊座,上海戏剧学院,演员,华策影视,宋妍霏的新浪微博,《翡翠恋人》《锦衣夜行》《神犬小七第三季》《整垮前女友》《可惜不是你》《恋爱先生》,袁姗姗,https://image.ijq.tv/201601/28/10-20-13-25-12.jpg,images/10-20-13-25-12.jpg,宋妍霏,https://www.ijq.tv/mingxing/14539475983523.html,https://image.ijq.tv/201601/28/10-20-13-25-12.jpg
周扬青,Grace Chow,小Angelababy,汉族,内地,1988-8-12,北京,164CM,45KG,A型,双子座,,,,周扬青的新浪微博,,罗志祥,https://image.ijq.tv/201601/28/10-16-28-37-12.jpg,images/10-16-28-37-12.jpg,周扬青,https://www.ijq.tv/mingxing/14539473713522.html,https://image.ijq.tv/201601/28/10-16-28-37-12.jpg
方媛,Moka,,汉族,内地,1988-4-5,安徽,163CM,45KG,A型,金牛座,,演员,,方媛的新浪微博,,郭富城,https://image.ijq.tv/201601/28/10-12-13-95-12.jpg,images/10-12-13-95-12.jpg,方媛,https://www.ijq.tv/mingxing/14539471133521.html,https://image.ijq.tv/201601/28/10-12-13-95-12.jpg
高宇,Kido,高瀚宇,汉族,内地,02-06,浙江台州,180CM,65KG,O型,水瓶座,,"演员,歌手",空中银河（天津）文化传媒有限公司,,《老师晚上好》,,https://image.ijq.tv/201601/26/15-03-47-99-13.jpg,images/15-03-47-99-13.jpg,高宇,https://www.ijq.tv/mingxing/14537918113520.html,https://image.ijq.tv/201601/26/15-03-47-99-13.jpg
苑子艺,,,汉族,内地,1987-6-18,四川,172CM,48KG,A型,金牛座,中北英皇演艺专  修学院,演员,,苑子艺的新浪微博,《煮妇神探》,陈学冬 邬君梅,https://image.ijq.tv/201601/23/13-37-50-76-12.jpg,images/13-37-50-76-12.jpg,苑子艺,https://www.ijq.tv/mingxing/14535274503519.html,https://image.ijq.tv/201601/23/13-37-50-76-12.jpg
李世鹏,,大鹏,汉族,内地,1980-5-29,辽宁鞍山,172CM,75KG,B型,白羊座,寻找爱的冒险,演员,,李世鹏的新浪微博,《寻找爱的冒险》,搭档王大陆,https://image.ijq.tv/201601/21/13-51-00-79-12.jpg,images/13-51-00-79-12.jpg,李世鹏,https://www.ijq.tv/mingxing/14533554413518.html,https://image.ijq.tv/201601/21/13-51-00-79-12.jpg
章申,,,汉族,内地,1962-4-5,上海,175CM,75KG,AB型,金牛座,中央戏剧学院,演员,北京中盛天歌演艺经纪有限公司,,《寻找爱的冒险》,,https://image.ijq.tv/201601/21/13-30-15-51-12.jpg,images/13-30-15-51-12.jpg,章申,https://www.ijq.tv/mingxing/14533541903517.html,https://image.ijq.tv/201601/21/13-30-15-51-12.jpg
傅天骄,,,汉族,内地,1986-11-25,辽宁辽阳,177CM,75KG,AB型,金牛座,中央戏剧学院,演员,星之国际娱乐有限公司,,《寻找爱的冒险》,,https://image.ijq.tv/201601/21/13-26-03-91-12.jpg,images/13-26-03-91-12.jpg,傅天骄,https://www.ijq.tv/mingxing/14533539493516.html,https://image.ijq.tv/201601/21/13-26-03-91-12.jpg
李沅纯,,,汉族,内地,4-26,长春,167CM,50KG,B型,白羊座,上海戏剧学院,演员,南京军区前线文工团,李沅纯的新浪微博,《特种兵之火凤凰》《狼烟》,程愫,https://image.ijq.tv/201601/19/16-02-28-16-10.jpg,images/16-02-28-16-10.jpg,李沅纯,https://www.ijq.tv/mingxing/14531905373515.html,https://image.ijq.tv/201601/19/16-02-28-16-10.jpg
尹淇,,,汉族,内地,1995-10-6,辽宁大连,162CM,45KG,B型,天蝎座,中央戏剧学院,演员,,尹淇的新浪微博,《苏染染追夫记》,,https://image.ijq.tv/201601/18/16-42-38-57-13.jpg,images/16-42-38-57-13.jpg,尹淇,https://www.ijq.tv/mingxing/14531065123514.html,https://image.ijq.tv/201601/18/16-42-38-57-13.jpg
池程,Michael,,汉族,内地,1988-2-28,河北张家口市,184CM,74KG,O型,双鱼座,,演员,,池程的新浪微博,《英雄时代》《武松》《特种兵之霹雳火》,姜艺声,https://image.ijq.tv/201601/18/11-29-31-44-10.jpg,images/11-29-31-44-10.jpg,池程,https://www.ijq.tv/mingxing/14530875333512.html,https://image.ijq.tv/201601/18/11-29-31-44-10.jpg
任柯诺,,柯诺,汉族,内地,1982-12-4,甘肃省兰州市,188CM,72KG,A型,射手座,解放军艺术学院,演员,南京军区政治部前线文工团话剧队,任柯诺的新浪微博,《我是特种兵之火凤凰》《神秘人质》,任天野,https://image.ijq.tv/201601/18/10-28-36-47-10.jpg,images/10-28-36-47-10.jpg,任柯诺,https://www.ijq.tv/mingxing/14530836983511.html,https://image.ijq.tv/201601/18/10-28-36-47-10.jpg
贾舒涵,,,汉族,内地,1988-9-30,哈尔滨,164CM,45KG,A型,双子座,中央戏剧学院表演系,演员,本山传媒,贾舒涵的新浪微博,《乡村爱情浪漫曲》,,https://image.ijq.tv/201601/15/15-37-47-54-12.jpg,images/15-37-47-54-12.jpg,贾舒涵,https://www.ijq.tv/mingxing/14528434493509.html,https://image.ijq.tv/201601/15/15-37-47-54-12.jpg
葛珊珊,ShanShanGe,小云,汉族,内地,1983-8-17,吉林省德惠市,164CM,60KG,AB型,白羊座,,演员,本山传媒,,《乡村爱情浪漫曲》,,https://image.ijq.tv/201601/15/15-28-35-14-12.jpg,images/15-28-35-14-12.jpg,葛珊珊,https://www.ijq.tv/mingxing/14528429003507.html,https://image.ijq.tv/201601/15/15-28-35-14-12.jpg
邵思涵,,思涵,汉族,内地,1989-10-16,北京,161CM,45KG,B型,金牛座,中央戏剧学院表演系,演员,,,《煮妇神探》,,https://image.ijq.tv/201601/15/14-50-00-39-12.jpg,images/14-50-00-39-12.jpg,邵思涵,https://www.ijq.tv/mingxing/14528405833506.html,https://image.ijq.tv/201601/15/14-50-00-39-12.jpg
张杨果而,,"果儿,果而",汉族,内地,1985-4-18,重庆市,166CM,46KG,A型,白羊座,上海海事大学,"演员,主持人",,张杨果而的新浪微博,《爱情传送带》《杉杉来了》,刘恺威,https://image.ijq.tv/201601/14/15-54-15-92-10.jpg,images/15-54-15-92-10.jpg,张杨果而,https://www.ijq.tv/mingxing/14527575493503.html,https://image.ijq.tv/201601/14/15-54-15-92-10.jpg
蒋依杉,,,汉族,内地,1985-12-29-,辽宁省沈阳市,161CM,45KG,B型,金牛座,,演员,本山传媒,蒋依杉的新浪微博,《乡村爱情浪漫曲》,,https://image.ijq.tv/201601/14/15-26-13-64-12.jpg,images/15-26-13-64-12.jpg,蒋依杉,https://www.ijq.tv/mingxing/14527563603501.html,https://image.ijq.tv/201601/14/15-26-13-64-12.jpg
马丁,Martine,,汉族,内地,1987-6-21,齐齐哈尔,166CM,52KG,A型,双子座,上海戏剧学院,"演员,主持人",,马丁的新浪微博,《碟仙惊魂》《我们毕业啦》,刘恺威,https://image.ijq.tv/201601/14/15-11-42-62-10.jpg,images/15-11-42-62-10.jpg,马丁,https://www.ijq.tv/mingxing/14527549803502.html,https://image.ijq.tv/201601/14/15-11-42-62-10.jpg
赵丹,,,汉族,内地,1986-8-9,辽宁省开原市,160CM,75KG,A型,金牛座,,演员,本山传媒,赵丹的新浪微博,《乡村爱情浪漫曲》,,https://image.ijq.tv/201601/14/15-01-07-83-12.jpg,images/15-01-07-83-12.jpg,赵丹,https://www.ijq.tv/mingxing/14527548523500.html,https://image.ijq.tv/201601/14/15-01-07-83-12.jpg
